gene,1055_0001_Control,1055_0003_Control,1055_0004_Control,1055_0005_Control,1055_0006_Cre,1055_0007_Cre,1055_0008_Cre,1055_0009_Cre,1055_0010_Cre,1055_0011_Cre,1055_0012_Control
ENSMUSG00000031668_Eif2ak3,4.609999999999999,3.42,0.23,0.19,0.8200000000000001,1.31,3.61,1.81,3.08,5.39,4.76
ENSMUSG00000031671_Setd6,10.84,20.74,30.34,22.38,23.7,8.709999999999999,19.06,9.370000000000001,7.2,15.06,19.29
ENSMUSG00000031672_Got2,134.62,121.34,103.88,91.73,73.49000000000001,84.04,74.05,98.16999999999999,96.79,100.53,128.41
ENSMUSG00000031673_Cdh11,11.07,5.49,3.34,7.9,3.84,3.9299999999999997,7.7700000000000005,7.21,5.01,4.74,5.4
ENSMUSG00000031681_Smad1,8.79,12.03,8.88,8.950000000000001,8.31,8.88,6.94,14.96,8.61,4.430000000000001,11.229999999999999
ENSMUSG00000031683_Lsm6,163.96,125.95,107.14,135.47,218.13,148.51,131.13,178.93,196.07,127.92,142.38000000000002
ENSMUSG00000031684_Slc10a7,1.61,0.18,2.8099999999999996,3,0.35,1.92,1.05,0.7899999999999999,1.25,0,1.02
ENSMUSG00000031691_Tnpo2,10.709999999999999,15.29,10.229999999999999,11.11,6.83,7.76,9.46,13.4,9.98,14.97,12.43
ENSMUSG00000031696_Vps35,39.56,51.08,48.41,34.87,35.53,32.97,29.9,40.849999999999994,44.56,33.63,32.65
ENSMUSG00000031697_Orc6,50.75,48.349999999999994,36.17,23.54,34.05,31.939999999999998,29.68,36.06,33.63,31.279999999999998,29.43
ENSMUSG00000031700_Gpt2,7.25,8.33,9.11,1.59,6,3.3499999999999996,5.31,11.4,8.16,8.99,4.2
ENSMUSG00000031701_Dnaja2,51.730000000000004,82.61,72.41000000000001,58.01,49.120000000000005,45.47,55.449999999999996,60.25,67.52,59.849999999999994,80.05
ENSMUSG00000031703_Itfg1,62.71,78.06,76.1,42.379999999999995,35.05,42.89,65.29,49.120000000000005,53.93,61.57,84.24000000000001
ENSMUSG00000031706_Rfx1,3.8899999999999997,1.46,1.28,2.98,3.59,2.4699999999999998,1.53,2.75,1.83,1.76,2.5
ENSMUSG00000031708_Tecr,1399.6799999999998,1371.33,1799.82,1183.48,1209.45,1127.06,1269.37,1097.57,1306.28,1489.31,1294.46
ENSMUSG00000031709_Tbc1d9,3.9499999999999997,6.07,2.84,5.37,6.26,5.7700000000000005,2.8499999999999996,5.5,4.92,4.42,4.95
ENSMUSG00000031711_Zfp330,33.690000000000005,23.279999999999998,26.16,18.330000000000002,25.27,20.79,19.38,32.58,19.9,32.1,40.230000000000004
ENSMUSG00000031714_Gab1,2.3,0.49,2.01,1.3,0.24000000000000002,2.52,0.14,2.4499999999999997,0.77,0,2.02
ENSMUSG00000031715_Smarca5,10.89,9.219999999999999,8.77,7.6899999999999995,7.35,3.16,12.629999999999999,5.96,7.41,6.34,5.41
ENSMUSG00000031723_Txnl4b,5.06,11.61,6.52,13.1,13.96,5.83,5.5,13.65,6.94,5.22,10.84
ENSMUSG00000031728_Zfp821,15.7,10.55,13.950000000000001,18.959999999999997,12.209999999999999,14.3,14.81,14.04,23.53,11.68,29.02
ENSMUSG00000031729_Ist1,53.65,46.75,44.15,35.290000000000006,36.809999999999995,37.1,35.349999999999994,44.37,28.9,42.449999999999996,51.46
ENSMUSG00000031730_Dhodh,24.43,14.450000000000001,33.97,22.130000000000003,14.56,14.83,26.87,21,16.18,22.16,28.93
ENSMUSG00000031731_Ap1g1,22.779999999999998,15.5,17.38,12.55,21.959999999999997,12.67,9.82,18.38,22.12,12.02,23.32
ENSMUSG00000031732_Phlpp2,1.71,2.8499999999999996,1.45,1.91,5.3,2.07,2.53,2.73,2.8299999999999996,1.96,2.36
ENSMUSG00000031748_Gnao1,90.52,98.77,81.33,105.69,104.02,77.98,95.39,101.91000000000001,118.25,79.01,117.1
ENSMUSG00000031749_St3gal2,9.16,10.76,7.25,14.17,6.83,7.4,10.81,6.45,6.04,6.96,8.38
ENSMUSG00000031750_Il34,68.95,81.88,169.37,106.02,79.07,68.91000000000001,77.58,79.13,80.92,83.01,114.63
ENSMUSG00000031751_Amfr,19.77,19.630000000000003,24.3,16.67,16.54,30.7,23.35,24.71,25.610000000000003,16.53,30.330000000000002
ENSMUSG00000031753_Cog4,19.36,17.53,23.37,30.39,33.57,8.4,23.66,25.29,22.759999999999998,23.959999999999997,21.89
ENSMUSG00000031754_Nudt21,26.54,32.49,39.92,28.38,33.2,29.69,24.34,19.34,27.53,29.67,20.54
ENSMUSG00000031755_Bbs2,8,6.51,9.7,10.07,3.3899999999999997,11.92,16.630000000000003,8.05,13.6,7.09,15.96
ENSMUSG00000031758_Cdyl2,2.8499999999999996,2.59,2.42,1.75,5.31,2.22,3.96,1.11,2.53,4.24,1.51
ENSMUSG00000031760_Mt3,1333.54,1567.31,1254.6599999999999,2050.8300000000004,1811.07,2449.18,1653.95,1702.9,1665.83,1610.55,1249.12
ENSMUSG00000031762_Mt2,306.97999999999996,86.16,173.36,109.52,483.75,919.14,328.16,594.88,232.5,171.60999999999999,125.88
ENSMUSG00000031765_Mt1,2027.02,1110.93,1122.6599999999999,935.57,2799,4271.17,1760.8899999999999,2888.25,1906.61,1287.6499999999999,1069.09
ENSMUSG00000031767_Nudt7,15.61,6.430000000000001,8.629999999999999,11.3,6.45,9.57,12.2,6.83,6.23,10.75,13.07
ENSMUSG00000031770_Herpud1,66.49000000000001,41.33,67.38,44.58,48.190000000000005,51.660000000000004,63.309999999999995,67.76,57.730000000000004,58.56,57.75
ENSMUSG00000031772_Cntnap4,6.18,4.96,2.4299999999999997,1.41,3.04,2.8699999999999997,6.1,4.17,3.9699999999999998,1.55,3.12
ENSMUSG00000031774_Fam192a,40.36,29.06,40.33,16.2,18.16,29.53,25.57,29.08,32.1,30.18,38
ENSMUSG00000031775_Pllp,20.19,13.61,18.959999999999997,5.5,20.19,35.7,12.629999999999999,19.66,9.91,30.2,20.86
ENSMUSG00000031776_Arl2bp,81.44000000000001,86.57,93.98,52,54.06,72.09,91.8,82.76,82.54,62.730000000000004,103.47
ENSMUSG00000031778_Cx3cl1,92.57,118.73,114.89,87.73,67.28,57.68,56.67,75.64,87.36,93.08,121.39
ENSMUSG00000031780_Ccl17,9.360000000000001,27.84,16.09,19.5,14.53,6.3,4.96,11.75,12.01,21.21,13.62
ENSMUSG00000031781_Ciapin1,42.36,25.979999999999997,43.21,23.62,15.2,13.860000000000001,21.8,27.97,16.279999999999998,24.37,26.259999999999998
ENSMUSG00000031782_Coq9,44.74,64.27,78.6,46.1,31.919999999999998,34.54,39.949999999999996,45.52,62.4,45.949999999999996,75.35
ENSMUSG00000031783_Polr2c,119.74000000000001,92.84,113.48,101.98,103.36999999999999,90.08,107.35,97.14999999999999,101.05,134.65,130.55
ENSMUSG00000031785_Adgrg1,11.44,4.659999999999999,6.609999999999999,2.55,8.68,4.37,6.34,11.1,9.15,4.18,9.139999999999999
ENSMUSG00000031787_Katnb1,10.84,8.39,17.19,11.68,9.01,15.17,14.68,8.81,7.29,9.79,9.15
ENSMUSG00000031788_Kifc3,13.28,8.55,8.05,4.91,5.33,7.6,13.58,9.98,7.53,5.63,7.45
ENSMUSG00000031791_Tmem38a,67.86,69.66,96.14,51,51.349999999999994,40.09,74,56.33,56.15,57.03,66.86999999999999
ENSMUSG00000031792_Usb1,14.25,5.79,19.41,8.31,10.01,17.88,2.3299999999999996,11.49,11.370000000000001,20.150000000000002,8.850000000000001
ENSMUSG00000031796_Cfap20,120.24000000000001,107.29,128.3,110.89,110.61,79.96000000000001,99.44000000000001,94.59,100.46000000000001,89.72,99.38
ENSMUSG00000031799_Tpm4,9.97,43.290000000000006,16.73,13.25,18.89,27.93,18.59,36.14,21.88,27.330000000000002,19.3
ENSMUSG00000031805_Jak3,0.06,0.31,0.46,0.51,1,1.6600000000000001,1.98,1.09,0.44,0.49,1.1800000000000002
ENSMUSG00000031807_Pgls,89.79,78.64999999999999,127.66,98.57,83.57,109.6,118.53,82.14999999999999,89.47,118.61999999999999,118.91000000000001
ENSMUSG00000031808_Slc27a1,24.779999999999998,8.68,28.39,15.39,22.8,14.11,21.310000000000002,19.14,22.75,29.150000000000002,30.95
ENSMUSG00000031812_Map1lc3b,226.78,262.46,256.88,225.16,266.67,247.96,231.19,322.01,257.04,259.05,242.65
ENSMUSG00000031813_Mvb12a,80.69,66.73,86.51,58.93,66.24000000000001,90.8,78.11,78.5,59.59,101.69,78.88
ENSMUSG00000031816_Mthfsd,38.53,86.01,51.7,33.94,34.91,63.96,44.59,49.1,52.67,50.67,53.160000000000004
ENSMUSG00000031818_Cox4i1,3374.71,3187.71,3492.82,4012.09,2767.65,3556.3700000000003,3825.54,3359.66,3281.56,3932.8100000000004,3058.42
ENSMUSG00000031819_Emc8,66.86,28.2,87.99000000000001,60.11,82.22,97.85,56.730000000000004,83.54,42.3,61.220000000000006,42.03
ENSMUSG00000031820_Babam1,119.16,104.89,155.73999999999998,107.72,86,86.97,111.73,101.31,114.57,145.51,119.25
ENSMUSG00000031821_Gins2,9.48,4.859999999999999,3.23,5.68,6.42,8.76,5.930000000000001,6.14,4.75,7.470000000000001,4.7
ENSMUSG00000031822_Gse1,4.42,3.3,1.6900000000000002,4.6,2.4699999999999998,3.67,2.01,4.14,2.19,3.4899999999999998,2.38
ENSMUSG00000031823_Zdhhc7,13.33,20.43,22.29,17.49,16.1,11.2,10.05,12.129999999999999,16.05,17.39,16.55
ENSMUSG00000031824_6430548M08Rik,63.17,120.08,58.75,95.43,106.49000000000001,89.1,50.260000000000005,91.44000000000001,93.9,84,50.5
ENSMUSG00000031826_Usp10,13.97,33.47,25.67,22.73,35.64,27.93,22.8,18.53,30.87,29.38,32.63
ENSMUSG00000031827_Cotl1,20.08,33.339999999999996,24.91,18.439999999999998,31.2,48.15,30.5,38.97,28.86,34.41,31.75
ENSMUSG00000031828_Klhl36,8.09,6.31,9.6,0.93,3.4699999999999998,2.09,3.18,4.7,1.23,4.109999999999999,9.27
ENSMUSG00000031831_Dnaaf1,0.8300000000000001,0.52,0.7799999999999999,2.02,0.93,0.59,1.28,0.37,0.74,0.32,2.54
ENSMUSG00000031832_Taf1c,3.3699999999999997,3.52,5.930000000000001,4.41,3.73,0.9400000000000001,3.82,2.2800000000000002,2.4099999999999997,5.1899999999999995,1.3
ENSMUSG00000031833_Mast3,25.979999999999997,22.110000000000003,20.91,28.310000000000002,24.979999999999997,24.54,23.41,24.419999999999998,27.09,23.77,31.74
ENSMUSG00000031834_Pik3r2,23.25,26.650000000000002,23.62,37.09,16.8,26.85,22.150000000000002,25.8,17.779999999999998,26.37,28.59
ENSMUSG00000031835_Mbtps1,16.39,5.859999999999999,8.81,11.83,10.34,1.46,7.2700000000000005,8.4,9.39,10.729999999999999,6.17
ENSMUSG00000031837_Necab2,60.720000000000006,31.41,86.64999999999999,33.9,48.96,47.290000000000006,50.120000000000005,58.15,86.64,30.459999999999997,97.32
ENSMUSG00000031838_Ifi30,10.52,0.61,1.4,1.35,9.61,15.66,7.819999999999999,17.459999999999997,3.54,13.75,1.61
ENSMUSG00000031839_Hsbp1,1001.13,1302.77,1440.81,1209.94,1109.98,1125.99,1230.22,1177.84,1311.82,1091.8899999999999,1237.28
ENSMUSG00000031840_Rab3a,872.3399999999999,1106.91,1545.07,1140.73,715.49,888.43,939.73,942.14,786.21,1040.1599999999999,1184.62
ENSMUSG00000031841_Cdh13,25.16,7.89,11.76,4.2700000000000005,7.56,7.29,5.6899999999999995,6.52,21.95,4.159999999999999,23.58
ENSMUSG00000031843_Mphosph6,53.42,26.47,35.68,33.1,30.810000000000002,40.11,29.35,38.67,41.339999999999996,39.53,49.47
ENSMUSG00000031847_1700030J22Rik,4.04,1.96,1.31,3.57,4.44,0.09,3.1,2.15,0.7899999999999999,2.09,4.7
ENSMUSG00000031848_Lsm4,226.86,147.94,221.26,204.19,228.89000000000001,196.8,195.83,197.63,176.1,168.57,204.43
ENSMUSG00000031851_Ntpcr,58.32,45.61,62.9,60.260000000000005,45.39,94.47,60.2,82.61999999999999,52.17,77.92,54.309999999999995
ENSMUSG00000031858_Mau2,15.56,9.07,15.31,15.19,14.01,10.82,5.1499999999999995,13.41,13.370000000000001,6.99,23.54
ENSMUSG00000031860_Pbx4,75.38,97.9,106.38,104.03,80.94000000000001,78.4,117.01,62.78,106.29,91.27,134.03
ENSMUSG00000031862_Atp13a1,7.99,6.359999999999999,9.02,7.58,9.97,4.7700000000000005,4.31,9.2,5.2700000000000005,6.819999999999999,12.92
ENSMUSG00000031864_Ints10,14.4,20.18,15.709999999999999,18.4,12.53,14.17,15.54,16.45,17.73,8.32,27.56
ENSMUSG00000031865_Dctn1,50.24,38.52,39.68,41.449999999999996,31.57,33.949999999999996,35.160000000000004,43.05,34.260000000000005,30.130000000000003,50.63
ENSMUSG00000031870_Pgr,0.8500000000000001,2.23,1.24,1.78,0.56,0.27,1.1300000000000001,1.2,0.8600000000000001,0.7,3.7600000000000002
ENSMUSG00000031872_Bean1,7.28,2.22,4.8,0.76,1.77,0.33999999999999997,4.37,1.3900000000000001,0.5700000000000001,2.2,1.1800000000000002
ENSMUSG00000031875_Cmtm3,10.04,3.2800000000000002,11.51,3.05,10.25,30.23,4.659999999999999,19.91,19.07,1.94,8.729999999999999
ENSMUSG00000031878_Nae1,50.15,58.43,45.33,31.62,46.339999999999996,37.36,52.78,51.449999999999996,40.47,30.53,50
ENSMUSG00000031879_Fam96b,129.05,117,152.66,155.15,135.58,151.6,129.45000000000002,142.87,136.42000000000002,102.53,141.1
ENSMUSG00000031880_Rrad,7.52,1.86,7.7700000000000005,0.9,7.3,13.06,24.24,5.26,8.57,3.84,2.65
ENSMUSG00000031883_Car7,21.79,21.82,17.59,12.719999999999999,14.93,15.139999999999999,24.25,21.49,11.860000000000001,29.43,21.19
ENSMUSG00000031885_Cbfb,10.55,5.58,3.3299999999999996,4.55,12.870000000000001,5.8,5.109999999999999,5.33,7.34,2.72,12.02
ENSMUSG00000031887_Tradd,6.659999999999999,8.48,12.48,10.42,5.04,4.56,14.54,7.1899999999999995,5.1499999999999995,9.81,7.39
ENSMUSG00000031889_D230025D16Rik,12.94,16.3,16.27,10.209999999999999,16.279999999999998,11.26,13.18,11.639999999999999,12.88,19.919999999999998,12.94
ENSMUSG00000031897_Psmb10,214.78,202.09,287.19,265.56,293.37,327.97999999999996,320.02,276.95,269.59,324.4,249.46
ENSMUSG00000031901_Dus2,22.38,12.29,17.07,9.62,13.32,9.98,22.07,10.46,16.830000000000002,6.319999999999999,18.439999999999998
ENSMUSG00000031902_Nfatc3,1.3800000000000001,2.02,4.67,3.38,3.69,4.45,2.59,2.8899999999999997,7.64,2.7,8.25
ENSMUSG00000031903_Pla2g15,5.8,7.39,15.870000000000001,4.71,7.95,9.370000000000001,10.04,13.57,5.64,2.71,15.39
ENSMUSG00000031904_Slc7a6,10.89,5.7,13.49,9.6,6.98,6.41,10.25,20.29,12.29,6.109999999999999,11.55
ENSMUSG00000031906_Smpd3,6.4,5.99,8.5,6.6899999999999995,6.4,1.71,6.46,7.18,6.970000000000001,3.24,7.81
ENSMUSG00000031907_Zfp90,8.34,6.39,4.64,1.96,8.07,0.52,4.72,2.8899999999999997,7.52,2.62,13.94
ENSMUSG00000031910_Has3,2.68,0.5,0.23,0.22,0.47000000000000003,0.28,0.24000000000000002,0.8,0.8700000000000001,0.23,2
ENSMUSG00000031913_Vps4a,50.01,62.64,77.38,40.08,64.43,41.2,44.53,47.57,51.01,60.14,67.55
ENSMUSG00000031916_Cog8,24.939999999999998,17.39,22.39,12.2,23.73,11.56,20.18,18.07,15.17,24.86,27.86
ENSMUSG00000031917_Nip7,31.24,22.01,32.620000000000005,28.34,31.37,32.15,23.439999999999998,27.459999999999997,32.7,29.35,36.63
ENSMUSG00000031918_Mtmr2,11.88,14.03,18.779999999999998,4.58,4.819999999999999,5.83,13.04,26.2,3.24,6.470000000000001,8.1
ENSMUSG00000031921_Terf2,10.729999999999999,8.31,4.57,5.1499999999999995,13.350000000000001,7.22,4.88,12.8,8.46,6.91,10.94
ENSMUSG00000031922_Cep57,19.51,9.53,22.43,11.79,13.239999999999998,12.31,17.89,18.419999999999998,18.110000000000003,5.04,21.3
ENSMUSG00000031924_Cyb5b,25.130000000000003,25.08,28.53,20,17.08,18.38,21.279999999999998,21.91,22.759999999999998,23.7,21.91
ENSMUSG00000031928_Mre11a,1.6900000000000002,0.52,2.65,1.37,1.49,0.23,0.81,0.89,3.4099999999999997,4.28,1.81
ENSMUSG00000031930_Wwp2,10.75,6.659999999999999,8.03,15.360000000000001,10.59,14.61,6.21,8.48,9.59,6,8.719999999999999
ENSMUSG00000031931_Ankrd49,13.43,21.32,6.58,4.1,10.48,6.02,9.5,9.129999999999999,14.99,11.26,20.1
ENSMUSG00000031932_Gpr83,13.53,10.46,10.89,2.69,6.06,6.8,4.34,13.139999999999999,10.46,8.96,9.09
ENSMUSG00000031934_Panx1,8.77,9.44,16.05,7.04,6.659999999999999,9.09,8.32,10.89,10.29,6.6899999999999995,13.77
ENSMUSG00000031935_Med17,8.99,3.01,2.69,2.03,5.1899999999999995,3.2600000000000002,3.8499999999999996,2.9699999999999998,3.66,2.34,8.06
ENSMUSG00000031937_Vstm5,15.04,13.56,9.03,6.95,5.91,11.88,15.08,4.76,6.49,6.52,17.43
ENSMUSG00000031938_4931406C07Rik,1.3,2.9899999999999998,1.92,1.3900000000000001,3.7,1.37,3.38,3.9099999999999997,4.02,2.46,3.79
ENSMUSG00000031939_Taf1d,25.88,21.779999999999998,18.27,24.07,28.6,22.38,22.150000000000002,25.58,32.5,28.41,24.71
ENSMUSG00000031948_Kars,25.6,34.339999999999996,45.93,34.5,32.67,31.01,28.45,46.260000000000005,25.74,36.47,29.93
ENSMUSG00000031949_Adat1,2.4299999999999997,1.91,3.44,3.42,3.54,2.4099999999999997,5.05,0.17,0.89,0.54,5.49
ENSMUSG00000031950_Gabarapl2,552.72,614.75,630.09,542.88,499.07,537.43,573.3399999999999,566.13,646.37,530.74,636.3199999999999
ENSMUSG00000031951_Tmem231,3.8499999999999996,2.73,6.6899999999999995,1.72,1.03,6.1,2.3299999999999996,1.6,3.74,2.6,3.16
ENSMUSG00000031954_Cfdp1,156.49,158.81,146.39000000000001,140.66,153.5,97.41000000000001,116.63,132.44,164.10999999999999,122.74000000000001,164.89000000000001
ENSMUSG00000031955_Bcar1,11.42,4.63,14.05,8.42,9.219999999999999,9.350000000000001,6.63,10.48,12.370000000000001,7.53,10.16
ENSMUSG00000031958_Ldhd,4.92,4.17,8.81,6.33,8.53,3.09,3.68,4.159999999999999,4.31,5.84,3.9099999999999997
ENSMUSG00000031959_Wdr59,1.42,2.92,2.86,2.61,2.61,2.62,4.68,1.3,1.58,1.6300000000000001,3.18
ENSMUSG00000031960_Aars,13.31,18.8,14.209999999999999,13.82,16.93,12.04,15.67,22.97,13.58,11.27,19.73
ENSMUSG00000031962_Cdh15,4.09,1.05,4.1499999999999995,2.46,3.19,1.1,1.9,1.76,6.430000000000001,1.08,6.22
ENSMUSG00000031967_Afg3l1,18.36,10.43,4.31,23.919999999999998,13.850000000000001,6.67,14.719999999999999,9.28,6.4,12.65,19.16
ENSMUSG00000031969_Acad8,11.61,8.84,19.55,8.46,11.870000000000001,7.07,5.39,20.74,12.17,6.01,16.67
ENSMUSG00000031970_Dbndd1,28.01,17.110000000000003,30.58,27.99,18.43,12.27,27.54,18.1,19.759999999999998,24.59,15.59
ENSMUSG00000031971_Ccsap,33.220000000000006,34.77,33.27,40.36,33.1,25.97,31.419999999999998,22.49,31.419999999999998,20.09,42.46
ENSMUSG00000031972_Acta1,17.91,37.46,30.810000000000002,28.2,17.43,29.35,45.53,25.150000000000002,37.18,43.01,25.3
ENSMUSG00000031974_Abcb10,1.86,1.33,2.57,1.23,2.84,1.25,1.84,3.32,1.71,1.05,1.44
ENSMUSG00000031976_Urb2,1.81,1.2,0.39,1.36,0.04,1.45,0.7799999999999999,0.13,0.3,0.29000000000000004,2.3699999999999997
ENSMUSG00000031979_Cog2,6.659999999999999,5.92,6.71,5.14,8.98,11.370000000000001,9.09,9.5,3.9699999999999998,4.91,5.930000000000001
ENSMUSG00000031980_Agt,21.830000000000002,3.96,7.74,2.3,16.45,4.76,12.18,5.72,17.21,5.22,9.7
ENSMUSG00000031982_Arv1,10.43,5.02,11.46,10.98,3.51,0.8200000000000001,3.48,7.24,8.239999999999998,4.25,7.18
ENSMUSG00000031983_2310022B05Rik,5.41,2.05,2.7600000000000002,4.51,3.13,1.99,1.51,2.6,6.31,2.3299999999999996,6.03
ENSMUSG00000031984_2810004N23Rik,16.43,12.92,15.25,15.78,10.219999999999999,14.7,9.09,18.58,19.91,12.25,12.52
ENSMUSG00000031985_Gnpat,28.17,18.27,21.71,8.25,25.74,12.76,20.75,25.7,16.8,13.68,37.64
ENSMUSG00000031986_Sprtn,1.4,0.64,0.24000000000000002,0.52,1.3900000000000001,0.36,0.6799999999999999,1.49,0.62,0.96,1.1400000000000001
ENSMUSG00000031987_Egln1,7.7,8.239999999999998,6,5.49,9.950000000000001,9.99,7.55,9.5,7.98,5.72,11.1
ENSMUSG00000031988_Vps26b,10.78,11.34,13.17,7.49,6.92,6.52,7.63,9.709999999999999,10.75,6.9,11.33
ENSMUSG00000031990_Jam3,35.28,24.05,30.09,15.05,26.67,19.43,30.330000000000002,33.43,40.59,22.67,44.93
ENSMUSG00000031993_Snx19,4.37,3.8499999999999996,3.06,3.48,2.4699999999999998,1.49,4.52,4.28,3.29,2.5,4.23
ENSMUSG00000031996_Aplp2,67.38,93.9,42.27,53.47,45.260000000000005,53.75,44.44,61.9,50.43,51.879999999999995,60.17
ENSMUSG00000032002_Dcun1d5,105.2,133.31,111.36999999999999,89.86999999999999,108.69,74.86999999999999,93.73,112.55,125.73,107.28,96.86
ENSMUSG00000032009_Sesn3,6.67,4.159999999999999,2.4299999999999997,4.6499999999999995,5.6,7.1499999999999995,2.61,4.04,4.06,3.72,5.91
ENSMUSG00000032010_Usp2,22.93,22.439999999999998,39.9,33.65,24.18,28.23,38.379999999999995,42.87,16.01,32.74,32.290000000000006
ENSMUSG00000032011_Thy1,113.05,128.99,94.22,168.52,145.10999999999999,101.78,119.77,93.99000000000001,133.3,111.5,114.64
ENSMUSG00000032012_Nectin1,0.7899999999999999,0.28,0.32999999999999996,0.92,1.81,0.16,0.8700000000000001,0.45,2.53,0.59,0.97
ENSMUSG00000032014_Oaf,9.97,1.6800000000000002,6.7700000000000005,4.94,2.74,3.9,8.52,3.94,7.9,1.62,3.06
ENSMUSG00000032017_Grik4,3.05,0.07,0.38,1.58,0.07,2.19,1.1800000000000002,0.2,1.02,0.64,1.77
ENSMUSG00000032018_Sc5d,25.12,41.02,26.58,15.65,13.97,18.49,8.9,17.22,24.610000000000003,34.44,26.9
ENSMUSG00000032020_Ubash3b,4.54,1.91,6.1499999999999995,0.75,2.21,2.62,4.03,3.55,1.6400000000000001,1.26,1.72
ENSMUSG00000032024_Clmp,8.77,9.76,12.350000000000001,2.3499999999999996,6.68,3.44,10.69,9,3.24,6.56,3.4099999999999997
ENSMUSG00000032026_Rexo2,141.57,121.61999999999999,167.79,138.33,144.52,146.16,141.83,140.5,117.51,153.07,124.66
ENSMUSG00000032030_Cul5,12.370000000000001,13.26,14.97,11.01,12.91,18.610000000000003,17.779999999999998,7.159999999999999,14.48,10.16,26.88
ENSMUSG00000032035_Ets1,0.24000000000000002,0.51,0.41000000000000003,0.99,1.35,1.98,0.5,1.5,0.7799999999999999,0.76,3.02
ENSMUSG00000032036_Kirrel3,15.4,4.45,10.75,1.6600000000000001,7.18,6.29,2.2,4.59,10.12,1.58,12.25
ENSMUSG00000032038_St3gal4,7.46,1.51,5.1,1.45,8.26,6.659999999999999,4.319999999999999,4.33,7.470000000000001,3.32,7.359999999999999
ENSMUSG00000032040_Dcps,19.330000000000002,15.53,24.58,21.47,16.74,16.610000000000003,21.05,27.49,22.82,21.150000000000002,14.91
ENSMUSG00000032042_Srpr,26.71,36.65,20.130000000000003,21.73,24.68,31.68,15.61,15.709999999999999,27.43,15.56,31.58
ENSMUSG00000032044_Rpusd4,4.23,10.84,13.870000000000001,5.57,8.66,5.45,7.6899999999999995,2.4499999999999997,8.17,6.88,1.34
ENSMUSG00000032046_Abhd12,251.81,264.01,344,232.70999999999998,199.16,286.95,258.74,273.13,224.53,241.73999999999998,273.78999999999996
ENSMUSG00000032047_Acat1,50.99,49.43,51.7,30.91,47.18,29.84,32.37,44.52,44.78,29.91,41.790000000000006
ENSMUSG00000032050_Rdx,16.150000000000002,13.42,12.61,14.31,19.72,8.92,17.88,15.88,16.85,15.15,19.8
ENSMUSG00000032051_Fdx1,55.18,57.17,54.47,43.08,40.83,39.260000000000005,41.67,54.68,53.220000000000006,47.71,68.84
ENSMUSG00000032058_Ppp2r1b,0.8,1.09,0.49,2.16,2.61,1.33,4.78,5.64,3.3099999999999996,0.8500000000000001,1.81
ENSMUSG00000032059_Alg9,10.32,8.57,7.84,13.31,6.72,9.12,9.49,7.41,13.950000000000001,6.119999999999999,19.39
ENSMUSG00000032060_Cryab,219.42000000000002,143.49,170.29,120.36999999999999,288.96,308.51,186.67,259.56,207.02,215.63,165.15
ENSMUSG00000032062_2310030G06Rik,9.38,3.16,3.07,8.78,14.47,2.27,8.19,7.2700000000000005,5.23,6.18,5.21
ENSMUSG00000032064_Dixdc1,21.439999999999998,7.13,10.07,17.18,12.719999999999999,7.1899999999999995,16.110000000000003,31.810000000000002,16.8,14.62,11.51
ENSMUSG00000032066_Bco2,1.6500000000000001,1.32,1.51,2.4499999999999997,2.7800000000000002,2.8299999999999996,2.3499999999999996,1.03,1.27,2.18,0.5
ENSMUSG00000032067_Pts,118.4,93.29,95.42,95.01,90.09,77.99000000000001,92.56,69.84,99.14,118.95,86.99000000000001
ENSMUSG00000032076_Cadm1,127.98,118.35,207.67,117.39,114.23,77.43,91.43,126.78,166.58,60.51,243.96
ENSMUSG00000032077_Bud13,2.29,3.2600000000000002,4.13,7.109999999999999,3.46,3.4699999999999998,4.359999999999999,5.7700000000000005,4.359999999999999,4.37,7.75
ENSMUSG00000032078_Zpr1,28.74,30.5,31.35,12.91,19.150000000000002,13,23.54,27.62,22.779999999999998,25.27,34.449999999999996
ENSMUSG00000032083_Apoa1,4.2700000000000005,2.8499999999999996,1.82,3.77,6.78,3.8,1.4,5.51,5.09,1.3,3.9
ENSMUSG00000032085_Tagln,1.96,0.33999999999999997,34.349999999999994,2.23,1.93,0.56,0,0.9,4.08,0.46,11.4
ENSMUSG00000032086_Bace1,5.44,15.2,9.75,20.87,13.31,9.98,7.26,13.229999999999999,16.939999999999998,8.28,15.850000000000001
ENSMUSG00000032087_Dscaml1,1.28,1.36,0.59,1.22,0.75,0.54,0.65,1.11,0.59,0.17,1.8
ENSMUSG00000032089_Il10ra,2.57,1.52,0.9,3.01,1.11,6.23,3.3099999999999996,3.2600000000000002,0.69,2.19,2.44
ENSMUSG00000032096_Arcn1,13.08,20.14,18.49,7.930000000000001,6.6499999999999995,14.88,15.5,18.22,13.97,8.62,20.810000000000002
ENSMUSG00000032097_Ddx6,8.19,5.4,6.09,6.470000000000001,5.44,5.5,7.4,8.12,6.03,4.89,7.54
ENSMUSG00000032101_Ddx25,15.51,16.56,13.44,11.639999999999999,11.26,14.350000000000001,10.25,13.15,11.65,12.639999999999999,12.66
ENSMUSG00000032103_Pus3,5.7700000000000005,4.6,3.42,2.36,6.1899999999999995,4.24,11.07,2.6,2.84,7.01,7.44
