gene,1055_0001_Control,1055_0003_Control,1055_0004_Control,1055_0005_Control,1055_0006_Cre,1055_0007_Cre,1055_0008_Cre,1055_0009_Cre,1055_0010_Cre,1055_0011_Cre,1055_0012_Control
ENSMUSG00000000001_Gnai3,10.12,5.58,5.06,5.37,3.9,5.119999999999999,5.98,4.96,8.78,5.13,5.81
ENSMUSG00000000049_Apoh,0,0,0,0,2.5,0.8,0,7.94,1,0,3.71
ENSMUSG00000000056_Narf,10.47,12,15.66,4.46,7.14,13.41,6.46,5.6899999999999995,7.48,11.08,11.17
ENSMUSG00000000058_Cav2,10,8.48,11.05,8.43,8.04,8.850000000000001,6.1,20.939999999999998,11.94,5.57,11.26
ENSMUSG00000000078_Klf6,11.66,11.41,13.08,7.4,8.17,14.69,15.78,20.58,18.03,15.02,15.82
ENSMUSG00000000085_Scmh1,19.68,13.93,10.66,16.82,11.91,11.39,18.27,33.720000000000006,20.21,20.57,7.78
ENSMUSG00000000088_Cox5a,1683.25,1988.6499999999999,1818.23,2155.03,1278.46,1677.08,1878.3899999999999,1638.07,1368.6599999999999,1989.46,1552.83
ENSMUSG00000000126_Wnt9a,0,1.24,0.7799999999999999,1.04,1.6300000000000001,0,0.8600000000000001,1.49,0.93,0,2.8099999999999996
ENSMUSG00000000127_Fer,6.51,9.43,7.35,11.5,10,5.41,7.09,11.77,7.859999999999999,7.87,7.2
ENSMUSG00000000131_Xpo6,22.57,20.259999999999998,19.85,45.99,26.58,25.150000000000002,15.01,37.44,44.230000000000004,29.05,45.14
ENSMUSG00000000134_Tfe3,6.930000000000001,9,6.38,4.2,6.3,10.83,8.08,10.27,6.84,5.03,5.3
ENSMUSG00000000142_Axin2,1.1800000000000002,0.74,1.6300000000000001,3.2800000000000002,0.8600000000000001,2.24,1.47,2.2,1.94,0.25,0.99
ENSMUSG00000000148_Brat1,4.430000000000001,6.42,5.06,2.94,4.119999999999999,1.84,2.2800000000000002,2.4099999999999997,1.6400000000000001,6.3,12.89
ENSMUSG00000000149_Gna12,12.09,6.02,6.53,3.34,13.39,19.58,16.72,14.52,8.950000000000001,9.32,6.71
ENSMUSG00000000167_Pih1d2,8.360000000000001,5.09,4.23,4.73,11.44,7.84,8.2,6.930000000000001,3.15,3.8499999999999996,2.3899999999999997
ENSMUSG00000000168_Dlat,14.9,29.959999999999997,26,16.36,9.77,15.12,19.73,26.779999999999998,19.34,25.3,24.779999999999998
ENSMUSG00000000171_Sdhd,288.36,270.87,317.85,234.73,219.14,258.40999999999997,266.13,272.11,268.9,275.06,254.05
ENSMUSG00000000184_Ccnd2,46.5,44.6,114.33,106.96000000000001,61.25,54.47,32.08,90.58,65.81,44.790000000000006,73.83
ENSMUSG00000000194_Gpr107,3.53,5.470000000000001,6,5.94,2.7800000000000002,2.36,1.79,9.53,3.9499999999999997,3.19,7.84
ENSMUSG00000000197_Nalcn,5.29,4.83,3.3499999999999996,5.04,3.65,2.96,4.67,2.2800000000000002,5.7,2.46,5.8
ENSMUSG00000000202_Btbd17,14.61,3.32,20.919999999999998,6.91,10.729999999999999,11.31,11.5,19.130000000000003,19.23,14.26,20.04
ENSMUSG00000000223_Drp2,3.38,4.87,2.5,3.55,3.01,2.9699999999999998,4.13,2.1,2.94,2.36,3.3499999999999996
ENSMUSG00000000247_Lhx2,11.139999999999999,5.07,6.930000000000001,7.91,9.06,3.67,13.360000000000001,10.56,9.05,2.8299999999999996,18.07
ENSMUSG00000000253_Gmpr,76.47,110.03,117.17999999999999,58.36,47.33,44.56,61.82,61.93,67.31,86.3,79.71000000000001
ENSMUSG00000000266_Mid2,1.96,0.6699999999999999,0.7799999999999999,0.71,3.3299999999999996,0.18,0.58,1.95,0.72,0.29000000000000004,0.32999999999999996
ENSMUSG00000000276_Dgke,3.53,5.159999999999999,3.3699999999999997,7.05,2.4299999999999997,2.2,4.859999999999999,6.2,3.56,2.03,5.05
ENSMUSG00000000278_Scpep1,10.139999999999999,10.07,15.81,8.62,16.04,25.38,9.39,13.03,13.629999999999999,16.99,10.89
ENSMUSG00000000282_Mnt,3.15,2.4299999999999997,1.25,3.27,2.11,2.8,2.73,2.94,2.58,3.65,3.12
ENSMUSG00000000290_Itgb2,0.22,1.51,0.96,0,7.07,10.84,4.6,6.68,0.7899999999999999,4.79,1.8
ENSMUSG00000000295_Hddc2,71.59,86.4,78.95,77.61,71.58,88.66,61.93,43.41,79.99000000000001,84.95,55
ENSMUSG00000000296_Tpd52l1,82.09,67.61999999999999,80.64999999999999,80.02,69.11999999999999,78.95,75.99000000000001,71.2,94.23,54.05,62.349999999999994
ENSMUSG00000000301_Pemt,6.83,13.49,18.57,10.709999999999999,7.37,8.78,14.51,10.04,5.159999999999999,10.78,8.219999999999999
ENSMUSG00000000305_Cdh4,13.99,4.71,6.26,6.609999999999999,5.29,4.930000000000001,11.33,7.609999999999999,9.78,6.04,10.11
ENSMUSG00000000308_Ckmt1,316.56,305.53,302.22999999999996,295.82,221.35000000000002,219.68,238.04,244.28,300.21,250.56,323.71
ENSMUSG00000000325_Arvcf,3.51,2.98,2.8699999999999997,6.64,5.64,5.95,5.42,7.319999999999999,4.67,3.57,10.29
ENSMUSG00000000326_Comt,151.68,134.20999999999998,181.49,96.05,144.07,142.95000000000002,159.2,151.66,130.4,159.59,144.73
ENSMUSG00000000339_Rtca,90.16999999999999,103.98,86.25,72.08,64.55,67.93,65.21000000000001,100.66,73.97,93.42,80.58
ENSMUSG00000000340_Dbt,5.81,4.94,8.79,1.5,5.98,4.58,2.52,5.1899999999999995,3.8299999999999996,1.2,2.75
ENSMUSG00000000346_Dazap2,104.5,118.56,122.77,82.4,94.38,156.96,105.47,160.19,127.32,91.97,101.29
ENSMUSG00000000355_Mcts1,178.42000000000002,217.95000000000002,226.5,149.41,187.41,170.02,208.49,180.3,201.49,206.9,178.35000000000002
ENSMUSG00000000374_Trappc10,9.729999999999999,7.24,4.8,10.42,11.49,6.609999999999999,9.02,9.33,10,5.59,8.07
ENSMUSG00000000378_Ccm2,54.349999999999994,54.690000000000005,97.1,41.32,25.73,71.2,38.97,34.690000000000005,54.58,44.09,68.92
ENSMUSG00000000384_Tbrg4,1.96,2.19,4.609999999999999,1.1600000000000001,0.1,3.07,3.11,1.48,3.42,0.8,1.7
ENSMUSG00000000399_Ndufa9,199.79,273.82,302.14000000000004,186.5,222.55,219.58,256.32,261.91999999999996,204.13,218.72,201.44
ENSMUSG00000000409_Lck,5.72,1.92,0.72,4.75,3.8299999999999996,6.67,1.44,11.59,5.07,0.56,0
ENSMUSG00000000416_Cttnbp2,61.41,52.67,40.32,71.66999999999999,95.88,39.07,41.24,43.43,84.26,36.67,63.1
ENSMUSG00000000420_Galnt1,10.09,3.79,4.6899999999999995,2.32,3.55,7.35,3.96,8.29,6.64,6.64,5.33
ENSMUSG00000000439_Mkrn2,12.57,13.18,11.54,16.939999999999998,12.94,12.33,13.11,20.259999999999998,9.19,9.68,10.91
ENSMUSG00000000441_Raf1,29,25.38,23.759999999999998,32.18,22.25,26.21,28.64,25.87,40.42,21.53,36.379999999999995
ENSMUSG00000000486_Sept1,18.130000000000003,8.870000000000001,22.08,4.64,11.29,5.83,20.459999999999997,9.28,11.739999999999998,12.01,8.2
ENSMUSG00000000489_Pdgfb,6.6499999999999995,9.66,10.46,10.99,11.47,8.53,13.91,3.79,8.57,7.17,17.939999999999998
ENSMUSG00000000530_Acvrl1,0.15000000000000002,3.56,11,0.37,2.62,5.08,4.83,1.7,3.65,1.44,5.74
ENSMUSG00000000531_Grasp,16.939999999999998,29.36,33.260000000000005,37.260000000000005,11.89,26.150000000000002,10.46,21.979999999999997,14.41,26.58,23.35
ENSMUSG00000000532_Acvr1b,9.860000000000001,4.58,5.49,9.55,6.59,3.4099999999999997,7.119999999999999,4.970000000000001,6.76,3.9099999999999997,6.78
ENSMUSG00000000538_Tom1l2,21.650000000000002,23.51,19.51,19.38,20.779999999999998,18.279999999999998,22.95,23.630000000000003,19.91,19.51,21.439999999999998
ENSMUSG00000000552_Zfp385a,6.03,3.62,4.04,3.03,5.94,5.319999999999999,3.66,5.54,3.03,1,4.35
ENSMUSG00000000560_Gabra2,20.37,23.99,16.66,19.64,14.06,8.84,14.53,13.209999999999999,37.55,14.03,43.78
ENSMUSG00000000561_Wdr77,11.06,15.629999999999999,26.830000000000002,7.53,8.68,11.51,15.65,14.42,10.01,10.850000000000001,17.68
ENSMUSG00000000563_Atp5f1,488.3,520.8199999999999,558.21,437.9,436.17,442.78999999999996,465.18,505.26,455.84000000000003,508.89,448.55
ENSMUSG00000000567_Sox9,6.07,2.36,2.84,1.29,5.04,4.83,2.2600000000000002,8.06,4.17,4.08,4.44
ENSMUSG00000000568_Hnrnpd,42.67,25.91,30.77,14.129999999999999,24.75,32.37,21.52,41.49,19.68,17.3,24.49
ENSMUSG00000000579_Dynlt1c,20.49,10.4,14.629999999999999,16.51,28.02,9.4,11.75,16.09,12.84,12.79,21.36
ENSMUSG00000000581_C1d,78.13,72.72,83.61,42.89,66.6,74.76,69.16,79.83,88.08,56.43,100.66
ENSMUSG00000000594_Gm2a,13.39,13.7,19.59,7.42,15.04,25.03,22.43,28.88,14.88,12.850000000000001,13.3
ENSMUSG00000000600_Krit1,18.55,16.49,16.04,7.99,9.15,7.78,11.68,14,13.61,2.98,18.79
ENSMUSG00000000605_Clcn4,36.9,35.18,47.54,32.05,33.44,30.759999999999998,31.3,35.230000000000004,31.54,28.86,29.97
ENSMUSG00000000627_Sema4f,6.03,3.3299999999999996,4.28,10.83,4.08,2.9099999999999997,6.930000000000001,3.08,4.25,2.12,9.55
ENSMUSG00000000628_Hk2,4.58,1.55,0.11,0.61,12.12,12.68,3.54,6.159999999999999,1.02,3.7800000000000002,1.53
ENSMUSG00000000631_Myo18a,9.68,8.97,9.709999999999999,9.79,24.88,16.84,16.439999999999998,22.62,8.5,14.47,16.14
ENSMUSG00000000632_Sez6,38.13,25.71,27.47,23.34,22.84,15.370000000000001,29.05,28.69,31.66,16.330000000000002,46.25
ENSMUSG00000000682_Cd52,13.11,4.22,13.67,5.06,750.8599999999999,1062.1799999999998,274.51,492.54,60.03,266.26,8.17
ENSMUSG00000000693_Loxl3,2.52,1.27,2.62,1.4,2.32,6.1,1.54,3.79,2.14,2.11,2.02
ENSMUSG00000000708_Kat2b,3.51,0.05,1,0.8200000000000001,4.5,1.3,0.05,3.12,1.03,0.05,1.91
ENSMUSG00000000711_Rab5b,5.67,8.15,12.18,4.859999999999999,6.63,5.99,7.98,8.09,7.35,6.34,8.01
ENSMUSG00000000738_Spg7,15.34,15.93,36.120000000000005,25.99,33.46,22.59,21.67,18,27.04,20,37.99
ENSMUSG00000000740_Rpl13,1579.73,1002.3599999999999,1133.44,1064.25,1593.08,1507.3899999999999,1284.02,1534.02,1411.91,1276.36,1338.96
ENSMUSG00000000743_Chmp1a,79.85,83.5,106.96000000000001,44.879999999999995,57.47,68.43,63.55,75.88,53.260000000000005,92.11,84.88
ENSMUSG00000000751_Rpa1,19.979999999999997,17.22,32.260000000000005,22.36,21.86,8.03,11.94,22.7,36.09,17.34,28.69
ENSMUSG00000000753_Serpinf1,11.84,1.54,7.64,3.2800000000000002,0.59,1.25,4.1499999999999995,3.63,8.09,1.92,10.04
ENSMUSG00000000759_Tubgcp3,18.37,8.51,8.350000000000001,6.38,13.97,11.56,3.63,5.28,11.93,9.54,13.8
ENSMUSG00000000776_Polr3d,5.58,12.229999999999999,16.04,11.03,11.84,7.84,5.4,11.6,8.07,5.359999999999999,11.58
ENSMUSG00000000787_Ddx3x,14.54,17.759999999999998,13.62,11.61,13.58,13.12,11.07,15.92,14.39,6.64,15.2
ENSMUSG00000000792_Slc5a5,20.130000000000003,33.379999999999995,42.14,35.46,27.07,33.230000000000004,25.419999999999998,26.52,26.49,27.51,27.99
ENSMUSG00000000794_Kcnn3,1.26,0.8700000000000001,1.86,0.12000000000000001,0.97,0.5700000000000001,1.6500000000000001,2.57,2.66,0.4,2.05
ENSMUSG00000000804_Usp32,5.49,7.18,3.4099999999999997,3.03,4.359999999999999,3.69,7.94,8.44,7.55,2.72,9.360000000000001
ENSMUSG00000000805_Car4,22.52,47.28,82.81,24.21,69.39,30.47,37.39,43.91,63.120000000000005,25.8,72.81
ENSMUSG00000000823_Zfp512b,11.139999999999999,4.08,6.37,2.62,4.91,9.51,3.68,8.77,6.14,2.75,5.44
ENSMUSG00000000826_Dnajc5,31.6,44.09,32.89,25.39,21.34,18.69,25.72,26.279999999999998,25.459999999999997,29.150000000000002,34.290000000000006
ENSMUSG00000000827_Tpd52l2,135.76999999999998,84.09,132.6,76.52,83.54,64.96000000000001,89,63.6,91.49000000000001,64.28,93.02
ENSMUSG00000000838_Fmr1,5.39,11.09,8.03,11.850000000000001,6.89,8.739999999999998,12.709999999999999,7.01,12.2,7.13,12.96
ENSMUSG00000000861_Bcl11a,36.1,14.69,8.709999999999999,6.09,17.150000000000002,16.38,9.209999999999999,6.41,9.66,8.76,13.89
ENSMUSG00000000869_Il4,0,0,0,0,0,0,0,0,0.7799999999999999,0.71,0
ENSMUSG00000000876_Pxmp4,13.3,19.82,26.7,19.830000000000002,22.82,32.3,9.370000000000001,24.2,15.88,28.979999999999997,20.29
ENSMUSG00000000881_Dlg3,14.31,18.8,15.08,16.97,13.08,11.4,10.42,13,19.22,17.02,17.85
ENSMUSG00000000884_Gnb1l,2.7600000000000002,5.45,3.23,2.61,7.84,4.06,4.619999999999999,2.74,7.159999999999999,5.02,1.85
ENSMUSG00000000902_Smarcb1,50.949999999999996,37.58,58.6,36.64,22.64,33.57,53.290000000000006,31.810000000000002,35.33,54.28,56.190000000000005
ENSMUSG00000000915_Hip1r,3.96,5.109999999999999,5.13,3.6,4.930000000000001,5.54,5.619999999999999,6.83,2.57,4.1,4.85
ENSMUSG00000000916_Nsun5,23.19,11.8,8.4,20.14,18.650000000000002,8.9,12.34,18.9,13.68,20,20.419999999999998
ENSMUSG00000000934_Top1mt,11.77,18.3,24.4,7.94,20.91,5.03,15.139999999999999,19.51,18.52,9.25,12.32
ENSMUSG00000000948_Gm38393,2.3299999999999996,3.36,0.71,1.61,0.89,0.28,0.6599999999999999,1.6,2.8499999999999996,0.39,0.06
ENSMUSG00000000959_Oxa1l,22.36,13.5,14.96,9.06,7.3,13.77,15.43,23.19,14.02,14.44,24.49
ENSMUSG00000000976_Heatr6,15.16,7.01,3.4,0.6,9.51,4.26,2.77,5.34,2.46,3.14,3.67
ENSMUSG00000000982_Ccl3,0,0.8700000000000001,0,0,163.68,173.07,64.64999999999999,119.19,15.8,87.71000000000001,0
ENSMUSG00000000983_Wfdc18,63.809999999999995,41.11,10.96,12.69,46.28,10.54,12.09,9.69,35.15,9.950000000000001,16.810000000000002
ENSMUSG00000001016_Ilf2,61.949999999999996,57.42,65.02,36.47,56.17,68.71000000000001,58.48,63.13,58.71,90.78,71.19
ENSMUSG00000001017_Chtop,46.260000000000005,49.33,57.86,37.790000000000006,40.28,36.91,42.449999999999996,57.11,67.1,33.190000000000005,49.24
ENSMUSG00000001018_Snapin,71.52,43.39,80.97,66.89,47.56,63.61,55.720000000000006,82.55,45.02,63.339999999999996,58.260000000000005
ENSMUSG00000001025_S100a6,46.59,48.04,59.49,36.18,143.42000000000002,354.21999999999997,110.22,233.76999999999998,84.33,85.22,33.74
ENSMUSG00000001034_Mapk7,8.709999999999999,7.1,14.39,8.7,4.470000000000001,2.42,12.57,5.71,4.6899999999999995,1.1800000000000002,12.66
ENSMUSG00000001036_Epn2,14.6,13.68,17.74,15.450000000000001,15.43,18.4,22.79,14.719999999999999,20.14,15.719999999999999,29.330000000000002
ENSMUSG00000001039_B9d1,64.84,39.68,39.44,45.75,38.44,35.9,47.309999999999995,28.419999999999998,56.96,58.3,45.5
ENSMUSG00000001052_Sec24b,9.719999999999999,5.31,7.67,2.13,5.970000000000001,6.23,7.930000000000001,11.54,6.91,2.79,15.94
ENSMUSG00000001053_N4bp3,6.1499999999999995,2.71,4.09,4.8,1.84,2.15,7.359999999999999,3.64,2.36,2.5,6.619999999999999
ENSMUSG00000001054_Rmnd5b,51.660000000000004,53.24,62.64,55.08,31.09,35.94,64.53,45.83,37.43,71.14999999999999,50.730000000000004
ENSMUSG00000001056_Nhp2,201.69,192.41,248.87,305.91999999999996,273.14000000000004,268.22999999999996,242.91,192.85000000000002,245.03,241.97,211.70999999999998
ENSMUSG00000001062_Vps9d1,18.3,11.76,17.56,16.21,14.370000000000001,6.159999999999999,13.57,13.139999999999999,20.1,11.850000000000001,22.54
ENSMUSG00000001065_Zfp276,5.91,1.11,4.5,2.55,2.32,6.76,1.44,3.8099999999999996,6.06,4.119999999999999,5.1499999999999995
ENSMUSG00000001082_Mfsd10,49.87,20.439999999999998,45.39,40.230000000000004,42.54,47.839999999999996,31.759999999999998,68.69,35.949999999999996,136.87,48.33
ENSMUSG00000001089_Luzp1,65.95,41.730000000000004,70.69,48.760000000000005,39.13,48.839999999999996,52.309999999999995,32.68,44.87,48.3,64.91000000000001
ENSMUSG00000001098_Kctd10,14.33,5.81,10.41,6.51,6.09,11.81,8.28,13.9,11.05,9.91,14.65
ENSMUSG00000001100_Poldip2,95.75,76.96000000000001,114.26,68.26,63.71,83.71000000000001,69.94000000000001,81.3,69.55,72.66999999999999,92.1
ENSMUSG00000001105_Ift20,213.92000000000002,203.07,198.82000000000002,277.90999999999997,194.49,190.33,221.46,202.75,216.02,198.5,221.8
ENSMUSG00000001119_Col6a1,10.729999999999999,2.74,2.34,2.44,3.11,0.59,0.29000000000000004,1.75,4.34,2.75,3.09
ENSMUSG00000001120_Pcbp3,30.86,35.77,41.49,38.63,26.439999999999998,19.959999999999997,23.88,31.57,19.62,29.79,46.82
ENSMUSG00000001123_Lgals9,4.68,4.74,1.59,0,30.91,55.53,7.609999999999999,39.790000000000006,6.87,26.19,8.68
ENSMUSG00000001127_Araf,286.04,240.44,265.7,171.42000000000002,225.91,150.72,210.6,233.39000000000001,263.76,177.91,231.29
ENSMUSG00000001128_Cfp,5.14,0.16,1.02,3.44,3.11,4.35,1.43,3.13,4.619999999999999,4.71,3.38
ENSMUSG00000001131_Timp1,0,0.38,2.12,0,13.76,34.61,8.92,13.39,9.25,4.54,1.87
ENSMUSG00000001134_Uxt,18.9,16.16,31.01,11.950000000000001,38.14,34.04,31.03,42.78,30.52,27.259999999999998,23.19
ENSMUSG00000001138_Cnnm3,1.8900000000000001,2.38,5.85,2.02,1.45,1.28,2.53,2.7,4.48,2.34,3.9099999999999997
ENSMUSG00000001143_Lman2l,31.110000000000003,23.27,41.14,18.939999999999998,20.99,14.77,11.88,17.62,26.54,14.870000000000001,28.93
ENSMUSG00000001150_Mcm3ap,3.38,3.29,3.72,3.07,1.96,1.61,2.72,2.75,4.71,0.8,2.55
ENSMUSG00000001151_Pcnt,2,0.75,1.46,1.9,2.16,1.7,1.73,1.97,2.6,1.12,1.6600000000000001
ENSMUSG00000001156_Mxd1,4.1499999999999995,1.22,3.03,1.04,1.95,2.8699999999999997,2.3699999999999997,0.98,2.51,0.69,1.4
ENSMUSG00000001157_Gmcl1,13.6,14.08,9.11,14.709999999999999,14.5,7.23,14.219999999999999,9.96,8.12,8.11,17.79
ENSMUSG00000001158_Snrnp27,259.41999999999996,225.95000000000002,284.74,195.99,254.83,187.4,250.98000000000002,244.75,294.17,231.16,286.3
ENSMUSG00000001173_Ocrl,9.47,7.09,8.12,8.729999999999999,4.29,8.450000000000001,7.79,3.3,11.19,7.48,18.07
ENSMUSG00000001175_Calm1,3402.71,4383.74,3698.51,5188.620000000001,4351.07,3440.64,4165.89,4048.4100000000003,5238.71,3566.08,4830.6
ENSMUSG00000001211_Agpat3,47.39,40.06,51.47,43.96,43.120000000000005,51.5,44.290000000000006,38.86,34.54,55.83,51.03
ENSMUSG00000001227_Sema6b,12.729999999999999,11.96,20.419999999999998,18.56,10.54,7.99,7.619999999999999,11.19,10.729999999999999,11.729999999999999,17.07
ENSMUSG00000001229_Dpp9,8.7,11.48,10.96,11.83,7.8,5.359999999999999,10.65,11.38,9.65,14.79,12.53
ENSMUSG00000001240_Ramp2,47.43,35.91,98.95,33.49,38.24,58.47,53.15,45.55,59.99,49.790000000000006,75.74000000000001
ENSMUSG00000001248_Gramd1a,48.27,29.79,20.08,33.01,28.130000000000003,27.1,26.23,25.68,30.09,31.16,46.43
ENSMUSG00000001260_Gabrg1,15.370000000000001,8.34,6.930000000000001,2.15,5.35,5.51,3.18,6.09,6.35,5.109999999999999,10.3
ENSMUSG00000001270_Ckb,1877.6899999999998,1419.78,1888.44,1022.3299999999999,1224.85,1440.59,1327.1599999999999,1670.45,1331.55,1612.59,1419.8
ENSMUSG00000001280_Sp1,0.31,0.32999999999999996,0.7899999999999999,0.43000000000000005,1.08,1.01,0.47000000000000003,1.8,0.38,0.73,1.34
ENSMUSG00000001285_Myg1,82.42,52.2,57.3,53.13,38.160000000000004,56.87,55.4,61.660000000000004,68.8,65.92,70.34
ENSMUSG00000001289_Pfdn5,408.63,333.21,318.78999999999996,403.96,481.86,389.14000000000004,315.98999999999995,417.13,473.94,303.97999999999996,355.19
ENSMUSG00000001300_Efnb2,2.4899999999999998,4.54,4.14,1.8900000000000001,2.92,0.8400000000000001,3.3299999999999996,3.4499999999999997,5.51,3.22,4.88
ENSMUSG00000001305_Rrp15,27.82,14.27,28.49,5.55,13.850000000000001,23.73,13.97,18.1,27.72,17.17,37.77
ENSMUSG00000001313_Rnd2,115.11999999999999,46.2,58.55,35.53,81.94000000000001,89.6,43.949999999999996,86.06,49.9,53.55,73.11
ENSMUSG00000001323_Srr,26.6,31.12,28.68,18.14,15.68,9.850000000000001,31.49,15.31,25.4,27.85,22.17
ENSMUSG00000001334_Fndc5,21.830000000000002,15.07,13.43,19.759999999999998,18.82,16.59,24.64,25.67,14.49,16.6,14.870000000000001
ENSMUSG00000001366_Fbxo9,76.71000000000001,95.19,82.49000000000001,61.220000000000006,40.730000000000004,47.78,51.790000000000006,80.42,56.24,76.32,73.54
ENSMUSG00000001376_Vps50,27.51,29.12,21.74,22.03,26.650000000000002,14.16,26.72,29.979999999999997,23.59,26.97,57.32
ENSMUSG00000001380_Hars,56.51,99.45,53.260000000000005,45.14,59.849999999999994,60.48,60.17,71.08,65.74000000000001,76.02,65.59
ENSMUSG00000001383_Zmat2,158.36,170.47,137.39000000000001,172.31,124.16,117.27,143.54,132.76,156.06,108.07,156.2
ENSMUSG00000001415_Smg5,10.870000000000001,5.6899999999999995,6.619999999999999,10.3,8.629999999999999,6.28,9.05,7.01,3.75,11.450000000000001,12.05
ENSMUSG00000001416_Cct3,155.91,131.8,136.65,119.89,148.4,97.16,149.44,140.14,186.6,160.76,192.28
ENSMUSG00000001418_Glmp,85.07,107.93,150.19,91.32,103.46000000000001,91.73,144.83,138.42000000000002,81.39,86.64999999999999,76.77
ENSMUSG00000001419_Mef2d,21.24,17.88,18.37,20.88,15.08,14.98,14.97,19.62,15.82,15.42,19.310000000000002
ENSMUSG00000001424_Snd1,15.59,9.360000000000001,22.17,9.209999999999999,12.44,9.8,10.8,13.1,17.130000000000003,12.360000000000001,13.57
ENSMUSG00000001436_Slc19a1,8.26,8.12,19.6,15.18,4.2,7.99,2.4699999999999998,12.93,5.35,5.24,10.47
ENSMUSG00000001440_Kpnb1,12.15,13.26,7.91,8.01,9.38,6.56,7.859999999999999,9.34,9.3,8.139999999999999,17.259999999999998
ENSMUSG00000001441_Npepps,18.51,23.47,14.06,30.14,22.29,25.68,28.650000000000002,27.12,31.32,26.830000000000002,38.809999999999995
ENSMUSG00000001445_Mrpl10,66.61999999999999,69.61,91.42,46.75,72.03,75.01,67.47,50.51,63.4,58.879999999999995,77.58
ENSMUSG00000001467_Cyp51,16.85,20.64,15.3,12.01,8.27,8.39,7.52,9.219999999999999,13.02,10.88,6.34
ENSMUSG00000001472_Tcf25,183.9,194.39000000000001,194.76999999999998,186.09,132.4,132.23,165.09,170.55,168.1,154.3,200.6
ENSMUSG00000001473_Tubb6,2.21,1.49,0.6699999999999999,0,1.57,9.68,3.9299999999999997,3.8299999999999996,0.31,3.79,0.7799999999999999
ENSMUSG00000001482_Def8,7.39,6.3,6.74,5.08,5.98,1.6400000000000001,6.1,4.17,7.04,3.8899999999999997,10.31
ENSMUSG00000001507_Itga3,1.97,1.6800000000000002,4.13,0.6799999999999999,0.4,0.23,0.8400000000000001,1.1900000000000002,1.25,1.6500000000000001,1.99
ENSMUSG00000001518_Itfg2,8.67,12.48,10.03,2.73,11.76,6.48,12.950000000000001,10.5,4.24,6.64,11.16
ENSMUSG00000001520_Nrip2,31.67,15.99,16.130000000000003,16.71,20.25,25.5,26.2,14.870000000000001,16.1,14.61,18.259999999999998
ENSMUSG00000001521_Tulp3,6.05,1.1800000000000002,1.96,1.58,4.109999999999999,2.7,2.14,3.48,4.21,2.9099999999999997,2.34
ENSMUSG00000001524_Gtf2h4,17.51,17.279999999999998,15.83,19.459999999999997,18.88,23.36,19.53,16.3,13.639999999999999,13.18,22.37
ENSMUSG00000001525_Tubb5,159.73999999999998,207.47,208,177.08,145.95000000000002,152.1,217.67,167.94,178.66,188.62,203.16
ENSMUSG00000001542_Ell2,5.7700000000000005,9.76,4.25,7.76,3.9699999999999998,2.61,4.85,9,5.26,4.85,3.4299999999999997
ENSMUSG00000001552_Jup,6.06,2.98,6.01,1.98,5.75,4.52,2.48,8.77,4.319999999999999,2.8899999999999997,5.33
ENSMUSG00000001569_Nom1,2.9099999999999997,6.24,1.34,4.45,2.24,1.84,1.78,6.7700000000000005,2.9,1.04,1.87
ENSMUSG00000001576_Ergic1,16.24,27.49,28.64,14.66,14.89,25.68,14.56,15.05,15,21.35,18.07
ENSMUSG00000001627_Ifrd1,32.89,52.77,53.28,44.83,40.3,53.57,42.55,67.92,65.69,49.09,35.51
ENSMUSG00000001630_Stk38l,2.52,6.03,6.94,4.34,3.8499999999999996,1.3,3.9299999999999997,4.819999999999999,4.88,1.22,4.01
ENSMUSG00000001632_Brpf1,4.49,4.619999999999999,2.09,2.57,2.73,6.5,4.859999999999999,4.96,7.02,4.09,4.44
ENSMUSG00000001642_Akr1b3,87.08,58.339999999999996,86.57,58.52,74.93,80.47,85.26,63.3,50.949999999999996,85.02,61.8
ENSMUSG00000001663_Gstt1,16.130000000000003,5.79,31.02,11.53,14.350000000000001,9.8,11.46,14.93,20.91,16.34,34.879999999999995
ENSMUSG00000001666_Ddt,138.73,162.04,128.39000000000001,148.02,140.51,217.93,153.92000000000002,194.68,175.91,140.73999999999998,137.26
ENSMUSG00000001674_Ddx18,45.09,20.830000000000002,11.229999999999999,28.630000000000003,40.06,18.86,11.38,25.06,26.810000000000002,9.360000000000001,26.85
ENSMUSG00000001687_Ubl3,82.83,75.78,80.92,67.28,48.98,67.5,73.53,81.67999999999999,62.879999999999995,75.55,55.61
ENSMUSG00000001700_Gramd3,4.22,5.23,0.33999999999999997,0.08,4.6,5.359999999999999,1.03,9.1,4.85,5.45,3.4699999999999998
ENSMUSG00000001707_Eef1e1,148.89000000000001,196.46,167.83,126.14,140.81,142.56,133.91,184.8,162.94,136.17,134.31
ENSMUSG00000001729_Akt1,46.839999999999996,15.61,33.349999999999994,21.58,26.82,27.959999999999997,21.71,46.51,27.2,19.6,29.39
ENSMUSG00000001750_Tcirg1,5.359999999999999,2.69,8.62,0.2,12.6,20.2,12.94,20.25,13.28,7.02,9.34
ENSMUSG00000001751_Naglu,8.5,4.22,9.139999999999999,1.81,14.729999999999999,3.72,5.89,6.88,3.9099999999999997,8.19,2.63
ENSMUSG00000001755_Coasy,13.97,20.05,14.729999999999999,19.53,20.779999999999998,12.950000000000001,9.93,13.639999999999999,11.53,11.76,16.72
