gene,1011_0001_CSS,1011_0002_Control,1011_0003_Control,1011_0004_CSS,1011_0005_Control,1011_0006_Control,1011_0007_CSS,1011_0008_CSS,1011_0009_Control,1011_0010_Control,1011_0011_CSS,1011_0012_CSS,1011_0013_CSS,1011_0014_CSS,1011_0015_CSS,1011_0016_CSS,1011_0017_CSS,1011_0018_CSS,1011_0019_Control,1011_0020_Control,1011_0021_CSS,1011_0022_CSS,1011_0023_CSS,1011_0024_CSS
ENSMUSG00000000001_Gnai3,6.5,13.25,6.52,4.14,4.46,4.05,8.850000000000001,5.41,5.41,2.68,9.709999999999999,1.6700000000000002,7.04,3.51,5.37,3.9699999999999998,8.38,9.54,8.66,7.38,3.8299999999999996,7.38,9.68,3.66
ENSMUSG00000000056_Narf,12.32,20.88,4.09,10.709999999999999,13.34,8.639999999999999,16.84,10.53,13.83,9.639999999999999,19.56,4.88,18.56,11.56,13.15,10.450000000000001,8.26,13.41,22.4,23.2,16.6,19.959999999999997,21.79,18.68
ENSMUSG00000000058_Cav2,13.99,3.71,4.159999999999999,13.56,6.31,11.34,1.85,13.370000000000001,9.66,6.68,7.37,2.9,19.14,9.950000000000001,11.33,14.870000000000001,16.29,16.279999999999998,3.06,8.209999999999999,5.52,22.49,33.09,1.33
ENSMUSG00000000078_Klf6,23.04,24.130000000000003,11.84,13.01,21.34,14.360000000000001,15.870000000000001,18.41,15.350000000000001,16.03,14.18,16.57,24.479999999999997,17.51,20.979999999999997,12.96,14.629999999999999,14.62,24.95,15.59,19.18,22.57,26.89,12.12
ENSMUSG00000000085_Scmh1,3.77,13.25,8.81,4.73,11.8,10.03,6.03,14.31,12.15,13.04,6.06,9.44,27.04,26.77,20.52,22.08,20.479999999999997,11.41,19.610000000000003,21.7,11.76,30.21,19.830000000000002,17.279999999999998
ENSMUSG00000000088_Cox5a,1492.23,1588.72,1665.47,1649.8,1383.36,1451.46,1682.12,1717.92,1627.48,1723.1599999999999,1484.11,1811.09,1462.8,1581.8799999999999,1493.92,1587.6799999999998,1355.11,1487.33,1732.02,1728.06,1687.49,1278.93,1282.84,1316.44
ENSMUSG00000000126_Wnt9a,0.2,0.93,3.6,0.97,3.06,0.48000000000000004,3.55,3.9699999999999998,4.54,2.8499999999999996,0.48000000000000004,5.67,3.9899999999999998,6.99,3.46,4.21,3.57,2.4499999999999997,1.55,3.2600000000000002,1.02,3.1,3.7,0.54
ENSMUSG00000000127_Fer,6.1499999999999995,5.99,6.35,2.62,9.88,6.54,7.359999999999999,5.930000000000001,5.609999999999999,10.91,6.09,5.1499999999999995,8.33,7,9.34,9.38,5.24,4.970000000000001,5.109999999999999,7.359999999999999,5.56,8.28,7.3,9.49
ENSMUSG00000000131_Xpo6,31.85,33.92,21.830000000000002,37.25,17.419999999999998,31.75,21.36,26.35,23.4,24.75,27.62,36.82,22.56,41.59,31.979999999999997,34.3,32.63,33.949999999999996,34.53,17.77,39.82,33.61,61.82,15.93
ENSMUSG00000000134_Tfe3,4.17,10.239999999999998,6.470000000000001,5.2700000000000005,8.12,9.54,4.319999999999999,5.319999999999999,5.07,5.88,8.61,6.05,13.49,9.739999999999998,14.34,1.1600000000000001,8.53,14.11,14.91,8.46,8.57,14.68,7.71,3.54
ENSMUSG00000000142_Axin2,0.8500000000000001,0.1,0.35,0.14,1.6300000000000001,0.44,1.61,0.4,3.04,1.26,2.05,2.16,2.24,2.01,1.34,1.51,0.91,1.62,2.38,1.6500000000000001,0.62,2.06,1.23,1.6900000000000002
ENSMUSG00000000148_Brat1,7.63,10.43,5.58,2.34,9.3,3.58,7.17,5.24,10.32,7.13,7.76,7.34,4.79,9.03,3.29,5.96,4.07,1.85,9.239999999999998,5.63,5.21,9.18,8.18,17.85
ENSMUSG00000000149_Gna12,8.31,7.73,21.16,5.01,6.01,19.66,6.52,3.46,7.63,3.72,6.51,8.219999999999999,38.660000000000004,13.950000000000001,9.639999999999999,10.76,12.209999999999999,12.25,11.629999999999999,10.02,10.03,13.92,15.48,2.65
ENSMUSG00000000167_Pih1d2,8.18,2.9099999999999997,0.17,11.29,7.25,5.29,2.2,3.98,1.6700000000000002,9.75,5.49,1.25,9.09,1.28,0.74,15.33,1.48,1.91,6.07,2.55,10.06,6.08,0,0
ENSMUSG00000000168_Dlat,35.720000000000006,27.62,29.84,18.459999999999997,28.97,30.35,31.51,34.220000000000006,35.6,36.65,32.98,26.03,38.58,29.24,40.15,32.06,43.309999999999995,40.44,37.41,46.339999999999996,42.220000000000006,29.91,51.39,20.06
ENSMUSG00000000171_Sdhd,257.78,257.65000000000003,268.22999999999996,256.28,168.66,212.20999999999998,262.95,301.75,209.29,290.71999999999997,200.76999999999998,226.3,236.99,220,170.38000000000002,196.15,207.9,266.2,267.35,248.84,304.21,212.5,191.43,264.75
ENSMUSG00000000184_Ccnd2,101.92,87.17999999999999,88.2,76.39,85.23,48.61,77.61999999999999,82.38,72.61999999999999,87.08,138.48000000000002,141.03,111.14999999999999,133.05,122.71000000000001,48.68,92.7,76.19,83.94000000000001,72.63,95.53,119.85,112.84,46.17
ENSMUSG00000000194_Gpr107,10.59,7.26,3.8899999999999997,7.87,2.5,2.7600000000000002,5.35,6.18,4.83,2.8099999999999996,5.26,3.52,5.41,8.44,7.24,4.04,3.9299999999999997,6.25,5.1899999999999995,5.619999999999999,6.91,3.64,9.16,1.45
ENSMUSG00000000197_Nalcn,3.4699999999999998,5.52,5.89,7.33,6.51,5.6,8.350000000000001,4.37,4.96,5.37,11.62,4.319999999999999,4.31,5.91,6.9,5.94,4.53,5.37,11.55,7.25,5.92,6.49,5.51,5.6499999999999995
ENSMUSG00000000202_Btbd17,6.1,8.51,5.53,12.1,3.32,12.61,2.77,9.03,9.89,15.209999999999999,13.84,8.850000000000001,17.12,9.52,20.810000000000002,0,4.71,20.49,11.44,6.159999999999999,8.57,19.52,11.129999999999999,1.02
ENSMUSG00000000223_Drp2,2.42,3.69,1.6600000000000001,3.12,3.3099999999999996,3.63,2.8899999999999997,3.3499999999999996,4.78,3.13,2.9099999999999997,3.6,3.4899999999999998,3.8,4.05,4.13,2.4299999999999997,2.53,3.8299999999999996,2.3099999999999996,6.76,5.63,2.42,8.43
ENSMUSG00000000247_Lhx2,19.36,23.12,33.56,5.9,18.37,21.419999999999998,7.109999999999999,5.619999999999999,9.68,15.07,23.259999999999998,14.58,25.49,19.41,15.7,23.85,34.190000000000005,19.47,21.38,14.68,10.26,44.339999999999996,30.22,12.739999999999998
ENSMUSG00000000253_Gmpr,93.27,118.69,135.03,85.07,100.29,98.99000000000001,106.25,108.42,87.06,132.96,112.96000000000001,83.74000000000001,94.98,96.82,104,94.94000000000001,78.64999999999999,131.60999999999999,114.21000000000001,120.93,108.85,91.81,92.11,78.93
ENSMUSG00000000266_Mid2,0.52,0.6599999999999999,2.15,0.1,1.1800000000000002,2.77,0.58,0.02,0.53,0.6799999999999999,0.08,0,0.42000000000000004,0.48000000000000004,0.8400000000000001,0,1.11,0.89,0,2.14,1.7,1.2,3.77,0.32
ENSMUSG00000000276_Dgke,10.8,11.9,3.3299999999999996,8.34,4.159999999999999,5.04,10.729999999999999,7.14,3.36,8.729999999999999,6.04,7.25,5.24,7.9,9.02,3.67,11.78,7.2,8.43,7.470000000000001,11.5,10.41,11,4.22
ENSMUSG00000000278_Scpep1,9.93,6.35,8.89,1.24,3.46,21.47,10.66,12.360000000000001,7.03,17.89,9.81,8.8,15.46,12.03,2.9499999999999997,11.27,7.53,10.7,14.93,5.9,13.870000000000001,17.1,57.27,10.3
ENSMUSG00000000282_Mnt,2.4499999999999997,5.53,0.5700000000000001,3.54,3.11,2.01,5.02,3.4499999999999997,3.59,1.58,3.4099999999999997,3.34,3.15,4.29,4.22,3.15,3.3899999999999997,4.970000000000001,3.27,4.81,5.06,4.06,5.37,2.19
ENSMUSG00000000295_Hddc2,75,69.66999999999999,69.52,73.67999999999999,85.31,98.16999999999999,84.05,63.96,67.48,98.79,88.97,58.260000000000005,68.24000000000001,81.85,77.4,78.52,58.949999999999996,92.44000000000001,51.18,66.14,80.1,60.89,54.97,100.32
ENSMUSG00000000296_Tpd52l1,111.83,83.14,68.39,92.84,105.74000000000001,89.52,70.63,92.67999999999999,95.16999999999999,84.39,82.52,34.91,90.07,90.51,91.34,85.86,104.57,117.27,75.9,94.8,72.77,72.24000000000001,63.83,88.44000000000001
ENSMUSG00000000301_Pemt,1.25,6.55,11.68,9.83,3.77,9.93,6.06,5.3,3.73,4.58,4.1499999999999995,8.6,5.859999999999999,1.6400000000000001,10.08,0,13.52,9.96,11.91,8.26,7.51,4.23,8.129999999999999,22.01
ENSMUSG00000000305_Cdh4,13.27,12.42,12.639999999999999,3.08,4.52,1.42,10.79,7.94,6.119999999999999,5.26,4.42,15.67,10.15,13.68,10.12,10.05,12.719999999999999,8.26,4.95,5.08,8.79,8.1,10.34,11.950000000000001
ENSMUSG00000000308_Ckmt1,244.91,225.23999999999998,199.34,196.57,204.18,238.70999999999998,209,210.86,242.14,226.60999999999999,250.43,242.37,233.38000000000002,250.72,235.05,204.06,252.58,247.84,222.85000000000002,239.54,189.26,208.23999999999998,204.06,203.62
ENSMUSG00000000325_Arvcf,6.67,7.08,6.87,7.17,5.84,1.78,5.85,10.33,11.94,8.79,9.19,5.109999999999999,19.43,5.1,7.14,12.67,4.35,10.26,7.79,9.51,8.54,11.47,12.44,13.239999999999998
ENSMUSG00000000326_Comt,166.76,135.64,162.73999999999998,152.13,125.45,71.4,166.02,176.82000000000002,167.94,196.9,179.96,107.32,210.45000000000002,188.99,181.7,131.73999999999998,174.84,140.37,143.9,145.44,149.78,142.85000000000002,190.97,106.99000000000001
ENSMUSG00000000339_Rtca,82.57,100.55,106.4,92.7,67.49000000000001,105.9,88.22,96.66,70.24000000000001,102.88,83.95,74.97,119.74000000000001,88.32,99.09,83.36,76.8,110.44000000000001,92.79,103.95,111.71000000000001,58.87,67.19,42.6
ENSMUSG00000000340_Dbt,2.82,2.66,2.29,2.65,6.6,1.3900000000000001,2.2600000000000002,4.28,2.58,3.4699999999999998,3.9899999999999998,1.53,6.6499999999999995,5.6,6.06,4.45,2.2800000000000002,3.9899999999999998,2.75,2.8299999999999996,1.62,5.04,2.9,0.38
ENSMUSG00000000346_Dazap2,118.47,93.64,107.1,51.190000000000005,68.47,78.21000000000001,75.21000000000001,98.2,99.7,100.67999999999999,108.1,77.8,141.89000000000001,104.84,114.34,53.63,90.14999999999999,124.17999999999999,76.63,96.7,111.57,143.45000000000002,110.76,73.78
ENSMUSG00000000355_Mcts1,301.76,249.42000000000002,241.15,246.4,220.28,219.72,298.09,298.19,244.38000000000002,273.52,257.32,237.6,252.70999999999998,236.23,253.08,266.3,259.8,244.04,192.9,261.57,222.97,169.47,153.2,214.35000000000002
ENSMUSG00000000374_Trappc10,5.59,9.370000000000001,7.99,8.360000000000001,8.8,10.92,5.52,2.9699999999999998,8.01,5.71,11.92,14.5,9.06,11.39,11.57,10.19,9.05,9.32,12.850000000000001,7.470000000000001,11.729999999999999,8.93,12.629999999999999,11.139999999999999
ENSMUSG00000000378_Ccm2,58.309999999999995,76.25,51.06,59.86,81.06,51.190000000000005,86.16,72.2,43.7,98.47,54.33,41.24,65.79,57.760000000000005,70.3,36.91,88.67999999999999,85.99000000000001,66.52,61.07,79.19,67.86,53.14,79.89
ENSMUSG00000000384_Tbrg4,1.31,5,1.9,8.03,3.3499999999999996,3.29,3.05,0,2.3899999999999997,3.15,1.05,7.319999999999999,2.18,1.56,0.6699999999999999,1.98,3,0.75,3.1,2.34,7.53,2.53,2.19,2.11
ENSMUSG00000000399_Ndufa9,167.76,162.97,163.06,146.92000000000002,152.58,149.32000000000002,182.43,212.17,193.54,255.19,153.31,175.06,185.29,191.5,199.69,174.9,170.85000000000002,219.68,170.86,188.93,215.69,126.08,200.64,101.28
ENSMUSG00000000409_Lck,4.35,2.73,1.29,3.55,5.84,6.42,2.9899999999999998,2.61,0,4.59,6,3,1.08,0.08,2.2,2.29,1.47,2.5,2.13,1.78,0,4.46,0.47000000000000003,0
ENSMUSG00000000416_Cttnbp2,38.08,52.55,45.18,16.52,29.14,37.809999999999995,36.349999999999994,29.35,23.71,26.75,37.260000000000005,57.37,25.2,50.56,53.05,72.57,40.07,16.62,37.03,32.4,42.260000000000005,50.58,81.86999999999999,28.53
ENSMUSG00000000420_Galnt1,3.04,4.92,1.27,3.03,3.2600000000000002,4.85,3.9099999999999997,2.77,4.89,4.7700000000000005,6.659999999999999,3.3299999999999996,14.56,7.51,3.98,0.25,10.09,12.81,6.23,4.96,8.52,10.55,17.630000000000003,2.8299999999999996
ENSMUSG00000000439_Mkrn2,6.609999999999999,10.41,11.26,9.43,8.629999999999999,9.38,8.639999999999999,7.56,20.330000000000002,8.61,8.99,10.209999999999999,10.05,10.44,13.96,8.92,6.01,10.96,9.54,11.89,8.68,12.05,8.68,12.4
ENSMUSG00000000441_Raf1,30.3,26.03,29.12,26.810000000000002,15.44,25.02,26.64,20.04,31.9,15.26,29.330000000000002,12.75,28.22,22.630000000000003,22.53,30.55,19.35,25.79,23,22.84,28.36,37.78,23.59,15.82
ENSMUSG00000000486_Sept1,9.48,10.7,7.79,5.83,12.11,7.96,7.04,9.56,13.4,4.38,6.21,9.01,3.4,15.41,11.729999999999999,25.979999999999997,25.17,5.59,6.94,11.41,3.71,13.34,16.72,13.84
ENSMUSG00000000489_Pdgfb,14.53,16.05,13.1,12.129999999999999,18.74,8.46,6.44,24.38,21.66,24.419999999999998,20.62,16.57,21.16,18.330000000000002,20.75,17.04,27.17,12.94,9.729999999999999,7.33,22.57,9.6,13.61,15.12
ENSMUSG00000000530_Acvrl1,2.64,11.46,4.42,0.48000000000000004,4.21,12.52,4.3,4.68,1.85,3.6,7.29,0.88,17.74,7.72,7.33,5.85,6.01,9.01,3.82,1.24,1.6700000000000002,14.739999999999998,11.47,0
ENSMUSG00000000531_Grasp,35,42.75,39.46,42.27,38.28,47.760000000000005,22.939999999999998,33.120000000000005,50.8,64.04,63.32,60.690000000000005,80.74000000000001,60.59,47.809999999999995,54.94,37.09,54.06,64.61,45.83,76.25,50.94,78.58,37.660000000000004
ENSMUSG00000000532_Acvr1b,4.58,3.69,4.7,7.13,6.81,4.38,4.58,3.63,3.8099999999999996,5.26,5.83,9.629999999999999,6.71,2.84,5.6899999999999995,4.1,5.28,7.31,7.95,4.859999999999999,5.55,5.03,4.23,7.09
ENSMUSG00000000538_Tom1l2,30.64,21.279999999999998,29.66,21.72,19.51,25.19,21.19,25.150000000000002,25.279999999999998,28.07,42.46,25.51,26.88,38.02,38.98,24.29,41.849999999999994,48.42,34.94,25.610000000000003,31.4,38.28,57.339999999999996,27.68
ENSMUSG00000000552_Zfp385a,6.34,7.94,5.02,2.09,4.75,2.8099999999999996,4.26,3.62,4.1499999999999995,4.38,7.76,2.8299999999999996,9.96,6.79,7.609999999999999,1.83,7.7,12.26,5.14,9.629999999999999,7.56,13.54,24.72,7.53
ENSMUSG00000000560_Gabra2,43.620000000000005,52.83,42.3,42.78,64.55,30.959999999999997,43.260000000000005,26.35,29.479999999999997,46.949999999999996,76.85,49.9,15.04,65.89,61.18,66.71000000000001,49.14,61.790000000000006,61.07,24.06,49.46,48.32,42.92,36.82
ENSMUSG00000000561_Wdr77,11.44,21.39,9.139999999999999,7.57,16.79,12.01,30.89,13.29,25.86,19.05,32.449999999999996,11.33,41.56,19.87,19.419999999999998,18.67,23.759999999999998,28.73,27.66,20.09,19.86,31.43,25.650000000000002,12.239999999999998
ENSMUSG00000000563_Atp5f1,497.92999999999995,524.9399999999999,575.8599999999999,604.1800000000001,506.55,513.13,591.2700000000001,677.3299999999999,542.52,606.89,480.90999999999997,448.12,535.69,478.21,463.78999999999996,472.05,487.69,620.24,557.24,659.39,616.76,407.88,437.62,404.55
ENSMUSG00000000567_Sox9,8.370000000000001,2.74,3.13,1.57,2.6,7.6499999999999995,1.32,7.18,3.84,2.68,3.58,2.72,7.89,2.94,15.860000000000001,2.94,7.67,7.53,3.04,4.28,0.51,17.779999999999998,18.51,2.58
ENSMUSG00000000568_Hnrnpd,31.330000000000002,45.120000000000005,33.15,24.4,24.03,36.58,10.51,11.06,21.279999999999998,29.03,28.82,37.55,66.21000000000001,49.17,39.87,19.459999999999997,44.74,45.7,54.08,55.93,40.809999999999995,72.43,64.66999999999999,34.75
ENSMUSG00000000579_Dynlt1c,5.5,3.3899999999999997,11.15,7.319999999999999,16.479999999999997,7.73,6.56,3.63,6.1,9.239999999999998,3.4899999999999998,16.21,10.68,8.33,9.350000000000001,5.17,14.629999999999999,12.2,4.430000000000001,15.229999999999999,6.6899999999999995,18.16,17.08,23.110000000000003
ENSMUSG00000000581_C1d,60.120000000000005,62.02,65.32,61.89,64.71000000000001,114.01,55.53,69.33,50.1,64.29,43.24,44.33,47.17,45.6,54.92,53.75,47.94,71.61,59.61,64.16999999999999,54.790000000000006,40.33,57.8,49.32
ENSMUSG00000000594_Gm2a,11.53,14.26,17.27,13.639999999999999,14.99,16.259999999999998,16.5,15.39,13.209999999999999,13.950000000000001,15.12,11.83,17.58,14.709999999999999,16.97,15.88,9.17,15.78,13.46,7.88,11.59,30.610000000000003,30.02,9.870000000000001
ENSMUSG00000000600_Krit1,15.33,17.59,5.99,7.109999999999999,12.129999999999999,18.84,17.22,7.23,13.15,15.99,17.630000000000003,7.44,12.39,19.9,23.310000000000002,16.759999999999998,27.69,11.9,13.6,16.62,17.25,19.04,12.92,18.43
ENSMUSG00000000605_Clcn4,63.21,39.61,37.05,26.6,33.37,39.339999999999996,44.849999999999994,49.43,45.7,56.01,69.7,43.290000000000006,57.93,70.96000000000001,49.49,30.97,57.620000000000005,64.88,71.29,42.59,61.74,52.63,104.71000000000001,39.67
ENSMUSG00000000627_Sema4f,11,11.32,10.350000000000001,7.89,10.19,6.03,9.61,9.15,8.97,10.629999999999999,15.48,10.55,9.19,9.94,5.99,8.28,7.72,18.759999999999998,11.1,7.22,10.56,9.68,17.64,3.04
ENSMUSG00000000631_Myo18a,25.39,18.69,11.860000000000001,11.67,9,7.72,12.19,7.9,19.97,19.110000000000003,13.39,13.860000000000001,26.37,16.12,13.47,15.99,9.12,18.82,12.19,12.27,12.360000000000001,17.459999999999997,29.99,13.46
ENSMUSG00000000632_Sez6,50.87,46.160000000000004,35.260000000000005,23.25,46.42,29.110000000000003,40.36,35.74,41.41,42.67,63.02,31.47,52.82,56.15,62.620000000000005,47.09,34.46,38.68,44.67,42.59,44.08,53.61,50.5,37.36
ENSMUSG00000000686_Abhd15,0,0,0,0,0.76,0,0.52,0,0,0,0.99,0,2.86,0,2.3099999999999996,1.07,0,0,0,1.72,0,0.56,0,0
ENSMUSG00000000693_Loxl3,1.8800000000000001,2.88,2.32,3.2600000000000002,1.91,1.72,1.42,4.44,1.49,2.21,2.07,2.3299999999999996,4.76,1.83,2.4899999999999998,1.94,1.99,3.8,3.11,1.59,1.22,1.95,8.08,1.1
ENSMUSG00000000708_Kat2b,2.4899999999999998,2.08,5.79,0.8,2.05,0.09,2.02,2.12,0.42000000000000004,0.12000000000000001,3.88,0.08,1.05,8.04,3.34,0,7.09,0.6799999999999999,0.7899999999999999,1.08,1.08,3.25,2.92,0
ENSMUSG00000000711_Rab5b,10.75,14.2,12.02,5.25,7.87,14.18,12.84,13.34,11.77,9.09,15.639999999999999,7.7,14.97,11.129999999999999,12.209999999999999,8.370000000000001,11.09,14.15,11.55,9.58,14.12,16.21,8.739999999999998,9.2
ENSMUSG00000000738_Spg7,30.18,22.97,21.6,18.39,29.72,20.979999999999997,22.459999999999997,21.97,35.87,29.69,26.58,23.64,30.88,19.8,34.809999999999995,38.160000000000004,20.57,35.02,24.55,19.52,28.419999999999998,29.9,35.36,25.24
ENSMUSG00000000740_Rpl13,1100,939.42,1126.6399999999999,1087.96,1051.62,1293.87,1006.4599999999999,951.3499999999999,1007.66,1005.3299999999999,954.3399999999999,1029.75,884.92,1007.65,917.3199999999999,996.91,831.81,872.69,836.47,850.48,792.2700000000001,1042.99,816.63,1229.41
ENSMUSG00000000743_Chmp1a,60.260000000000005,121.84,86.45,78.23,96.81,114.89,123.32,110.53,105.19,127.86,81.13,74.03,152.32000000000002,86.63,115.02,52.13,90.24000000000001,127.69,68.69,94.7,100.85,103.9,102.38,102.47
ENSMUSG00000000751_Rpa1,17.29,19.24,15.11,9.29,14.93,13.51,14.53,14.96,23.04,40.87,20.979999999999997,20.310000000000002,45.46,16.22,24.52,10.69,12.33,18.58,15.25,14.92,20.8,25.5,38.42,19.16
ENSMUSG00000000759_Tubgcp3,13.26,9.96,11.53,14.29,10.59,15.950000000000001,10.26,7.53,7.58,13.229999999999999,14.4,7.07,11.360000000000001,20.05,11.139999999999999,6.73,5.970000000000001,7.819999999999999,11.2,3.3899999999999997,11.709999999999999,10.639999999999999,7.6,25.1
ENSMUSG00000000776_Polr3d,21.07,18.82,15.5,9.38,17.75,26.979999999999997,18.650000000000002,13.15,10.65,14.739999999999998,23.73,17.27,18.959999999999997,10.84,11.67,21.85,22.73,9.27,10.07,17.75,8.719999999999999,17.650000000000002,31.82,15.91
ENSMUSG00000000787_Ddx3x,18.41,17.830000000000002,16.330000000000002,16.6,16.66,20.979999999999997,27.03,17.959999999999997,20.759999999999998,13.17,20.58,16.310000000000002,23.51,23.02,24.52,15.65,23.39,23.36,15.17,20.419999999999998,22.6,23.64,32.1,20.2
ENSMUSG00000000792_Slc5a5,20.459999999999997,29.19,23.110000000000003,29.84,43.59,22.150000000000002,35.24,39.97,38.290000000000006,43.6,35.04,22.41,27,28.4,27.439999999999998,22.59,19.37,37,43.809999999999995,27.610000000000003,46.449999999999996,31.51,35.82,22.2
ENSMUSG00000000794_Kcnn3,5.33,0.5,0.18,0.48000000000000004,0.42000000000000004,0.07,1.1600000000000001,1.5,2.67,2,2.9899999999999998,1.4,2.46,2.21,4.75,0.38,8.950000000000001,2.9,4.72,0.51,2.79,5.21,3.29,7.59
ENSMUSG00000000804_Usp32,9.26,6.83,6.159999999999999,6.6499999999999995,6.55,4.08,7.57,5.68,9.25,8.16,3.73,6.73,8.6,8.3,8.239999999999998,6.04,7.95,9.01,5.44,7.319999999999999,9.450000000000001,5.79,5.319999999999999,5.1899999999999995
ENSMUSG00000000805_Car4,97.19,80.8,82.61,46.56,86.07,77.38,51.44,48.760000000000005,36.720000000000006,51.74,81.01,85.36,87.13,85.85,81.07,42.14,89.49000000000001,66.67999999999999,40.37,38.92,43.01,65.57,78.29,101.99000000000001
ENSMUSG00000000811_Txnrd3,0.63,1.4,1.8,2.14,0,4.26,2.4299999999999997,3.52,2.7,5.9,2.9299999999999997,0.49,1.85,1.57,1.1400000000000001,0.8700000000000001,1.26,1.6300000000000001,0.07,1.37,0.64,4.08,2.68,0
ENSMUSG00000000823_Zfp512b,6.14,11.28,4.33,5.67,4.95,2.9099999999999997,3.73,4.75,6.03,3.71,4.24,12.16,6.73,5.95,10.709999999999999,8.06,11.8,6.55,8.729999999999999,7.09,6.83,7.95,6.52,3.4
ENSMUSG00000000826_Dnajc5,51.78,48.67,43.68,28,30.25,23.64,55.48,49.1,50.53,43.190000000000005,59.339999999999996,33.7,47.87,54.190000000000005,63.53,22.23,38.730000000000004,53.46,59.71,54.309999999999995,65.95,45.13,50.339999999999996,21.52
ENSMUSG00000000827_Tpd52l2,92.06,92.54,89.32,66.36,100.42,94.07,122.93,104.82,106.95,82,111.05,113.97,130.89000000000001,88.75,106.97,62.02,143.23999999999998,125.21000000000001,67.26,101.58,106.64999999999999,92.9,85.19,55.67
ENSMUSG00000000838_Fmr1,16.32,17.810000000000002,8.05,7.2700000000000005,16.259999999999998,20.3,7.91,12.48,9.27,10.350000000000001,17.66,9.42,18.279999999999998,21.51,10.11,23.39,8.25,6.41,26.5,6.7700000000000005,14.09,12.219999999999999,19.57,14.66
ENSMUSG00000000861_Bcl11a,4.87,6.58,4.39,5.56,3.2,4.7,6.68,5.08,15.6,9.91,9.709999999999999,4.659999999999999,10,10.83,14.46,0.7799999999999999,20.419999999999998,22.16,10.48,14.48,4.02,17.830000000000002,20.77,10.66
ENSMUSG00000000869_Il4,0,0,0,0,0,0.51,0.49,0,0.51,0,0,0,1.22,0,0,1.23,0,0,0,0.62,0,0,0,0
ENSMUSG00000000876_Pxmp4,21.34,12.65,19.419999999999998,22.55,12.47,45.7,24.79,26.06,20.49,11.69,18.85,8.66,24.2,14.32,22.439999999999998,23.72,16.759999999999998,25.759999999999998,11.76,23.62,19.08,18.06,22,5
ENSMUSG00000000881_Dlg3,26.54,39.93,30.68,22.72,24.99,30.779999999999998,27.279999999999998,24.55,19.4,22.88,28.630000000000003,26.77,23.09,31.39,26.3,22.89,26.49,29.810000000000002,20.16,24.439999999999998,25.610000000000003,32.13,24.75,32.290000000000006
ENSMUSG00000000884_Gnb1l,11.729999999999999,5.430000000000001,10.32,0.48000000000000004,1.61,4.76,4.2,6.13,4.58,5.51,6.74,2.25,0.8300000000000001,1.02,1.45,13.629999999999999,0,5.1899999999999995,6.970000000000001,4.44,6.74,5.38,12.98,3.96
ENSMUSG00000000902_Smarcb1,60.190000000000005,62.620000000000005,51.98,47.61,31.419999999999998,28.68,58.260000000000005,55.24,64.34,57.27,72.63,40.339999999999996,81.27,63.21,98.88,60.53,47.839999999999996,75.05,60.790000000000006,68.11999999999999,57.41,59.25,89.1,53.74
ENSMUSG00000000915_Hip1r,7.1499999999999995,8.33,7.14,4.09,6.3,5.56,7.5,10.44,5.64,6.23,10.94,9.42,8.629999999999999,6.2,5.359999999999999,3.36,8.91,12.26,8.209999999999999,6.73,7.57,8.88,8.15,8.03
ENSMUSG00000000916_Nsun5,11.139999999999999,18.06,19.38,13.38,15.61,16.66,12.450000000000001,9.11,14.91,21.39,9.88,10.239999999999998,17.979999999999997,13.62,24.06,13.44,17.79,20.29,8.84,13.52,12.639999999999999,14.62,14.62,32.92
ENSMUSG00000000934_Top1mt,17.439999999999998,17.54,16.18,19.45,22.86,11.58,31.4,20.24,21.14,24.759999999999998,27.41,8.54,15.68,21.459999999999997,20.91,21.5,6.81,21.41,26.58,14.18,33.01,22.55,3.7,30.18
ENSMUSG00000000948_Gm38393,0.73,3.02,1.6900000000000002,2.03,3.79,4.06,2.19,2.7,2.19,0.48000000000000004,4.26,3.17,2.7600000000000002,3.27,2.88,2.4499999999999997,3.66,3.11,2.54,1.29,4.01,1.82,2.46,0
ENSMUSG00000000959_Oxa1l,17.2,12.4,11.93,9,12.06,22.41,10.38,19.47,16.97,18.97,13.48,15.78,19.52,14.39,11.9,16.29,17.650000000000002,14.97,16.779999999999998,20.479999999999997,16.75,15,10.56,9.6
ENSMUSG00000000976_Heatr6,2.7600000000000002,2.74,2.72,1.46,4.609999999999999,2.24,3.09,1.82,4.17,1.57,2.58,1.1700000000000002,2.3099999999999996,1.74,2.67,4.2,3.12,1.6700000000000002,2.4899999999999998,1.93,3.4499999999999997,5.63,4.119999999999999,3.61
ENSMUSG00000001016_Ilf2,84.24000000000001,65.74000000000001,69.8,65.3,67.25,68.89,60.24,70.04,73,109.11,79.73,44.4,61.64,51.47,67.64999999999999,53.77,80.79,75.64999999999999,67.78,61.21,62.160000000000004,64.09,76.78,24.1
ENSMUSG00000001017_Chtop,63.15,78.86999999999999,57.6,30,61.98,60.08,71.89,51.44,76.92,71.36999999999999,65.74000000000001,40.25,69.11,78.25,74.83,60.51,73.95,66.38,66.8,67.17999999999999,61.1,74.83,64.64,47.78
ENSMUSG00000001018_Snapin,54.86,56.48,51.09,48.77,55.1,63.8,37.63,42.32,49.74,53.33,55.43,14.88,63.64,42.55,39.160000000000004,46.949999999999996,42.54,54.339999999999996,49.349999999999994,47.3,43.949999999999996,59.6,65.11,30.439999999999998
