gene,1011_0001_CSS,1011_0002_Control,1011_0003_Control,1011_0004_CSS,1011_0005_Control,1011_0006_Control,1011_0007_CSS,1011_0008_CSS,1011_0009_Control,1011_0010_Control,1011_0011_CSS,1011_0012_CSS,1011_0013_CSS,1011_0014_CSS,1011_0015_CSS,1011_0016_CSS,1011_0017_CSS,1011_0018_CSS,1011_0019_Control,1011_0020_Control,1011_0021_CSS,1011_0022_CSS,1011_0023_CSS,1011_0024_CSS
ENSMUSG00000001025_S100a6,23.41,24.259999999999998,19.72,33.2,25.47,58.32,19.779999999999998,34.83,21.51,41.309999999999995,35.18,32.720000000000006,73,38.1,43.379999999999995,42.59,26.69,26.34,36.96,38,31.24,54.8,89.02,37.51
ENSMUSG00000001034_Mapk7,22.67,13.69,9.56,4.1899999999999995,17.830000000000002,3.4,10.58,12.54,7.5,23.82,11.450000000000001,4.41,22.650000000000002,8.34,7.67,6.44,8.450000000000001,12.32,9.84,9.6,21.05,14.239999999999998,12.01,12.3
ENSMUSG00000001036_Epn2,24.02,42.41,26.03,30.150000000000002,44.660000000000004,40.36,34.07,43.68,45.790000000000006,41.56,58.91,29.52,45.83,30.37,37.51,32.56,28.130000000000003,34.190000000000005,37.36,44.65,36.37,28.130000000000003,52.13,36.91
ENSMUSG00000001039_B9d1,77.93,81.86999999999999,60.83,47.290000000000006,58.2,50.63,55.339999999999996,47.790000000000006,65.98,66.09,53.379999999999995,58.8,76.6,57.04,67.36,46.56,93.89,63.21,70.49000000000001,58.36,51.63,52.620000000000005,46.25,80.32
ENSMUSG00000001052_Sec24b,10.98,7.63,10.83,8.03,7.06,13.96,7.07,8.239999999999998,7.31,6.68,7.87,4.659999999999999,7.930000000000001,15.39,10.16,28.130000000000003,8.52,7.96,3.4499999999999997,5.52,3.25,13.66,11.729999999999999,14.11
ENSMUSG00000001053_N4bp3,8.860000000000001,9.209999999999999,1.24,2.08,0.46,3.21,6.659999999999999,5.67,8.62,7.430000000000001,6.35,4.51,7.04,2.96,4.06,0.61,0.16,9.950000000000001,5.33,6.18,3.92,8.27,9.04,3.3499999999999996
ENSMUSG00000001054_Rmnd5b,69.95,68.86,55.92,59.68,68.66,44.720000000000006,68.4,81.09,78.95,104,89.8,61.190000000000005,93.34,65.45,72.05,52.94,65.6,91.1,95.86,74.3,105.93,52.86,92.22,57.21
ENSMUSG00000001056_Nhp2,202.46,214.13,241.8,240.26999999999998,209.39000000000001,246.08,216.65,260.18,192.10999999999999,243.05,188.63,218.31,200.62,204.48000000000002,189.4,181.15,172.96,176.20999999999998,200.13,236.7,207.7,164.09,160.1,232.12
ENSMUSG00000001062_Vps9d1,17.34,15.03,19.01,19.479999999999997,23.95,18.9,18.19,13.7,21.919999999999998,20.9,25.12,16.09,25.3,21.1,25.08,27.49,22.93,10.229999999999999,10.860000000000001,14.51,20.419999999999998,23.99,7.34,24.52
ENSMUSG00000001065_Zfp276,1.02,5.6499999999999995,5.68,1.96,3.4299999999999997,0,4.21,8.46,4.109999999999999,2.17,4.83,2.82,12.350000000000001,3.62,8.04,2.11,8.53,9.39,4.79,3.67,5.1499999999999995,3.14,13.8,8.239999999999998
ENSMUSG00000001082_Mfsd10,29.25,37.120000000000005,35.59,48.849999999999994,38.64,43.46,30.91,47.4,20.89,47.06,39.27,25.419999999999998,25.18,46.61,34.48,66.76,40.349999999999994,13.239999999999998,63.290000000000006,26.110000000000003,37.13,51.55,55.92,33.290000000000006
ENSMUSG00000001089_Luzp1,65.76,54.5,20.38,13.51,27.27,54.08,39.63,34.53,41.82,35.3,49.260000000000005,47.47,66.8,67.24000000000001,64.7,62.6,28.56,45.56,64.76,61.2,45.01,54.7,59.91,31.650000000000002
ENSMUSG00000001098_Kctd10,8.360000000000001,18.12,9.69,8.850000000000001,7.41,5.44,19.52,16.01,15.55,10.360000000000001,21.979999999999997,17.37,26.32,16.05,27.52,20.56,12.17,17.959999999999997,13.81,10.69,18.939999999999998,28.37,24.2,38.24
ENSMUSG00000001100_Poldip2,63.71,90.98,78.63,70.42,88.52,113.74000000000001,67.01,106.02,93.5,112.16999999999999,82.53,62.7,126.21000000000001,74.81,80.75,78.61999999999999,66.61999999999999,85.8,77.35,100.59,101.39,113.61999999999999,103.61,77.33
ENSMUSG00000001105_Ift20,249.75,221.41,262.75,254.98000000000002,222.47,241.42000000000002,242.20999999999998,245.10999999999999,227.09,233.95000000000002,252.66,317.25,254.88000000000002,246.43,226.87,362.38,274.15000000000003,274.02,260.78999999999996,338.46,258.04,223.75,224.4,207.65
ENSMUSG00000001119_Col6a1,0.24000000000000002,1.47,2.9,0.73,6.7700000000000005,3.3,0.23,1.55,3.2,0,6.609999999999999,4.470000000000001,11.09,7.09,5.46,4.52,4.81,4.25,0.8600000000000001,2.34,3.54,10.51,13.11,2.77
ENSMUSG00000001120_Pcbp3,52.32,62.37,42.68,24.53,59.89,55.68,50.1,65.16,71.63,87.9,83.32,38.730000000000004,81.69,52.25,70.49000000000001,46.7,67.51,73.88,44.48,67.35,46.309999999999995,64.22,70.59,42.92
ENSMUSG00000001127_Araf,288.18,306,270.97999999999996,217.70999999999998,276.21999999999997,282.83,258.18,236.91,210.39000000000001,245.57,283.8,227.12,289.34000000000003,222.96,233.78,245.49,270.13,310.58,216.17,220.73,248.84,243.33,220.98000000000002,140.68
ENSMUSG00000001128_Cfp,2.8699999999999997,1.98,4.59,4.4,2.7600000000000002,0.97,3.86,6.21,2.8899999999999997,2.55,1.85,2.88,0.32999999999999996,9.78,3.08,7.67,10.350000000000001,0.32999999999999996,6.359999999999999,1.6300000000000001,2.18,6.2700000000000005,0.32,8.639999999999999
ENSMUSG00000001134_Uxt,15.31,12.82,26.310000000000002,37.11,28.71,33.4,41.46,21.810000000000002,29.479999999999997,22.959999999999997,27.99,24.47,9.11,21.110000000000003,19.57,36.14,5.99,10.93,17.59,24.86,14.709999999999999,24.459999999999997,26.110000000000003,18.66
ENSMUSG00000001138_Cnnm3,1.58,2.29,2.17,0.14,1.93,0.32,0.71,0.93,1.6800000000000002,1.93,4.2,1.99,2.56,1.6900000000000002,1.54,2.23,4.5,2.79,2.1,1.34,2.8899999999999997,2.66,4.31,0.27
ENSMUSG00000001143_Lman2l,27.8,24.04,25.64,14.68,19.479999999999997,7.41,34.61,23.22,19.459999999999997,36.87,33.309999999999995,10.229999999999999,28.959999999999997,32.75,28.24,22.53,25.57,31.959999999999997,24.479999999999997,20.59,17.610000000000003,40.24,57.17,25.55
ENSMUSG00000001150_Mcm3ap,3.86,3.18,2.8499999999999996,2.64,3.66,4.98,3.48,2.88,4.96,2.74,5.1499999999999995,3.06,1.86,4.13,7.03,6.31,3.14,0.9500000000000001,4.76,2.44,2.74,4.05,5.79,7.96
ENSMUSG00000001151_Pcnt,3.88,1.96,1.1,0.7,0.8200000000000001,2,2.32,1.05,1.01,1.04,2.6,3.32,3.77,2.3,3.32,2.4,4.22,2.44,2.16,1.83,1.8800000000000001,3.08,2.64,3.54
ENSMUSG00000001156_Mxd1,0.37,1.6900000000000002,2.25,1.1500000000000001,0.77,1.82,1.61,2.06,3.11,1.37,2.11,2.84,5.05,1.76,1.32,0.18,1.53,4.98,1.46,1.97,2.51,3.01,3.15,0
ENSMUSG00000001157_Gmcl1,16.830000000000002,13.18,14.8,3.14,15.97,18.279999999999998,16.439999999999998,19.56,15.12,16.14,22.05,10.870000000000001,14.39,10.02,27.8,12.42,14.06,18.68,5.73,24.37,12.81,22.779999999999998,13.78,14.66
ENSMUSG00000001158_Snrnp27,285.52,261.62,276.83,261.16,237.26999999999998,288.96,211.08,227.81,201.69,254.49,205.45000000000002,303.7,220.43,264.56,233.98000000000002,250.98000000000002,279.78999999999996,238.38000000000002,242.35000000000002,238.89000000000001,194.94,196.65,193.67,239.32000000000002
ENSMUSG00000001173_Ocrl,9.68,9.69,11.9,8,11.38,7.83,8.06,8.47,10.360000000000001,8.5,7.7,11.43,7.99,7.57,8.99,7.08,11.38,15.209999999999999,9.44,7.659999999999999,8.68,10.129999999999999,6.64,6.41
ENSMUSG00000001175_Calm1,3438.8,3320.71,2751.32,2893.56,2809.42,2651.15,2388.3900000000003,3202.4100000000003,2839.15,2779.9900000000002,3122.96,4451.6,2449.68,3315.9300000000003,2925.8100000000004,3123.69,3259.9,2632.06,3708.7,2758.48,2830.6,2651.8900000000003,3098.67,2667.82
ENSMUSG00000001211_Agpat3,27.310000000000002,53.75,74.46000000000001,44.71,48.93,52.160000000000004,33.06,34.760000000000005,45.89,55.89,55.190000000000005,35.27,62.65,45.86,43,49.290000000000006,37.59,56.27,55.260000000000005,48.32,46.92,67.61999999999999,95.81,44.3
ENSMUSG00000001227_Sema6b,41.96,44.97,22.56,20.47,30.71,26.419999999999998,30.91,35.230000000000004,31.759999999999998,38.64,40.6,29.150000000000002,34.24,38.660000000000004,43.11,29.57,44.67,36.4,34.68,34.36,31.05,46.15,44.52,24.32
ENSMUSG00000001229_Dpp9,12.25,12.6,15.2,7.48,10.33,8.29,14.3,5.57,13.739999999999998,11.97,24.49,10.9,18.77,14.97,24.69,6.78,9.67,18.130000000000003,9.89,7.44,12.97,15.31,20.310000000000002,7.06
ENSMUSG00000001240_Ramp2,57.15,59.96,79.9,54.59,92.81,62.230000000000004,62.839999999999996,39.37,43.57,52.839999999999996,61.120000000000005,50.39,92.05,94.66999999999999,97.72,62.27,81.8,59.690000000000005,53.09,37.43,51.339999999999996,114.25,125.78,64.13
ENSMUSG00000001247_Lsr,0.09,0.65,0,0,1.61,4.35,1.32,0.99,3.6,2.51,6.4,0.45,18.74,5.14,2.4099999999999997,4.56,10.96,8.16,0.38,0,0,15.16,19.47,0.89
ENSMUSG00000001248_Gramd1a,31.71,54.56,44.6,25.18,42.63,19.21,44.58,43.849999999999994,47.05,28.150000000000002,47.48,41.15,55.02,35.63,73.31,24.27,27.56,54.8,40.99,42.87,41.349999999999994,53.07,51.09,47.97
ENSMUSG00000001260_Gabrg1,8.15,7.59,2.02,7.2,5.73,5.4,7.41,9.49,5.970000000000001,7.94,5.81,10.07,5.55,9.709999999999999,5.83,8.59,11.89,8.84,4.7700000000000005,6.819999999999999,5.319999999999999,5.72,8.65,1.81
ENSMUSG00000001270_Ckb,1122.57,975.88,1137.3899999999999,914.8299999999999,850.3299999999999,724.3299999999999,1150.58,1388.92,1532.6599999999999,1318.5,1386.76,1116.51,2117.84,1407.23,1571.27,863.19,1250.72,1711.5,1533.45,1410.8,1322.99,1876.6699999999998,2008.6899999999998,1084.6499999999999
ENSMUSG00000001280_Sp1,0.12000000000000001,0.07,0.88,0.1,0.18,0.05,0.3,0.33999999999999997,0.09,0.35,0.49,0.31,1.3800000000000001,0.65,0.49,0.8300000000000001,0.18,1.1700000000000002,0.19,0.7799999999999999,0.11,1.6800000000000002,4.01,0
ENSMUSG00000001285_Myg1,60.82,43.690000000000005,61.63,59.15,49.05,58.82,65.85,55.97,56.9,64.05,67.61,74.66,62.230000000000004,69.74000000000001,57.1,37.57,85.74000000000001,48.96,58.58,78.4,59.6,45.97,60.849999999999994,39.809999999999995
ENSMUSG00000001288_Rarg,3.2,1.22,1.48,0.69,0.9,0,0,1.5,1.01,0.05,1.6600000000000001,1.6,0.91,2.75,0.91,1.44,3.84,1.28,1.42,0.39,0,0.56,2.4,1.2
ENSMUSG00000001289_Pfdn5,319.13,245.16,281.53,419.32,261.96,352.86,322.69,257.32,284.61,220.69,304.45,376.19,215.06,253.22,235.76999999999998,207.5,195.84,227.02,255.56,262.46,230.92000000000002,263.71,191.57,387.06
ENSMUSG00000001300_Efnb2,7.8,4.95,2.74,3.86,2.38,5.17,4.17,3.11,1.81,2.2800000000000002,7.109999999999999,5.39,8.05,5.84,5.25,9.56,4.07,6.359999999999999,4.09,5.58,4.9,8.01,4.42,3.9
ENSMUSG00000001305_Rrp15,43.47,23.830000000000002,30.479999999999997,13.51,13.5,17.830000000000002,14.99,14.04,15.78,19.09,15.04,27.810000000000002,20.02,13.16,23.64,21.23,24.330000000000002,18.97,20.25,23.86,20.279999999999998,11.59,15.29,24.36
ENSMUSG00000001313_Rnd2,55.02,37.46,38.97,110.85,49.5,57.65,30.01,37.9,62.14,37.07,44.28,28.54,50.61,35.379999999999995,71.14,44.09,59.11,65.42,54.760000000000005,49.11,46.59,87.07,94.89,116.77
ENSMUSG00000001323_Srr,46.83,44.97,35.2,38.92,40.68,26.4,46.82,39.21,41.21,37.52,45.11,25.52,39.97,34.44,36.46,33.67,57.879999999999995,54.879999999999995,40.21,53.160000000000004,46.58,36.2,43,9.34
ENSMUSG00000001334_Fndc5,14.38,24.93,16.47,19.84,7.74,14.43,10.98,21.34,14.89,16.810000000000002,18.779999999999998,32.13,27.56,8.32,13.92,15.139999999999999,18.279999999999998,39.11,27.37,25.459999999999997,30.89,18.75,34.39,4.52
ENSMUSG00000001366_Fbxo9,127.84,142.18,117.26,66.2,107.38,89.48,118.73,107.2,129.67,92.52,123.17999999999999,104.71000000000001,162.43,115.24000000000001,114.58,116.74000000000001,125.53,117.7,107.72,101.13,141.47,83.11999999999999,98.6,77.6
ENSMUSG00000001376_Vps50,26.27,38.3,31.67,31.67,40.690000000000005,28.56,29.23,39.21,26,36.3,29.130000000000003,25.830000000000002,23.810000000000002,35.36,23.8,47.660000000000004,44.339999999999996,35.720000000000006,25.12,44.99,42.49,30.330000000000002,38.97,21.03
ENSMUSG00000001380_Hars,75.35,104.89,71.08,55.160000000000004,86.93,58.720000000000006,98.13,87.22,89.32,112.61,84.74000000000001,97.21000000000001,75.71000000000001,68.93,81.5,39,76.85,123.91000000000001,82.32,106.16999999999999,110.81,78.61,69.24000000000001,75.6
ENSMUSG00000001383_Zmat2,162.33,187.92000000000002,158.53,203.86,183.26,160.22,182.03,178.4,164.93,193.2,158.14,182.89000000000001,127.2,182.6,151.08,145.43,183.89000000000001,173.73999999999998,203.42000000000002,210.97,190.31,152.91,113.92,151.33
ENSMUSG00000001415_Smg5,6.03,5.87,12.59,8.89,8.26,11.97,8.48,7.01,6.56,5.06,6.07,6.71,6.159999999999999,5.87,8.139999999999999,4.159999999999999,8.34,4.970000000000001,13.2,5.01,7.45,9.26,11.68,5.78
ENSMUSG00000001416_Cct3,149.43,120.01,118.29,91.02,147.05,132.08,174.01,136.36,145.59,134.62,150.9,135.25,145.17,177.58,167.02,145.84,145.5,142.15,158.93,88.54,167.59,123.84,146.82000000000002,130.62
ENSMUSG00000001418_Glmp,56.36,42.349999999999994,67.79,51.78,44.349999999999994,43.52,79.52,54.05,58.620000000000005,28.53,62.03,37.8,109.93,82.05,99.92,68.69,46.33,73.22,86.69,51.37,49.42,72.79,77.3,73.44000000000001
ENSMUSG00000001419_Mef2d,30.69,26.51,23.47,14.93,17.91,14.05,24.330000000000002,29.39,43.879999999999995,34.849999999999994,34.730000000000004,32.83,38.93,43.89,48.17,27.919999999999998,58.82,38.160000000000004,48.220000000000006,33.47,44.65,40.8,30.6,22.95
ENSMUSG00000001420_Tmem79,0,0.97,0.65,0.62,1.1600000000000001,0.26,0.25,1.57,1.25,0,0,0,0,0.5700000000000001,2.79,0.63,0.6599999999999999,1.09,0.31,2.75,0.9400000000000001,0.6699999999999999,0,0
ENSMUSG00000001424_Snd1,16.09,21.24,10.02,9.729999999999999,16.77,9.44,16.01,10.67,16.25,16.82,13.16,12.4,35.04,17.47,21.24,22.97,7.49,13.950000000000001,22.5,15.96,27.959999999999997,17.35,43.290000000000006,25.18
ENSMUSG00000001436_Slc19a1,6.67,8.719999999999999,7.25,4.22,7.5,1.81,9.850000000000001,9.7,9.97,7.59,10.65,1.93,34.01,14.31,11.69,8.32,19.36,5.74,7.659999999999999,9.07,12.729999999999999,23.610000000000003,48.379999999999995,5.54
ENSMUSG00000001440_Kpnb1,10.129999999999999,15.219999999999999,11.52,6,12.3,10.93,11.67,13.54,10.99,9.639999999999999,14.639999999999999,15.61,13.55,14.15,21.91,11.65,17.5,11.48,17.18,13.55,16.09,12.219999999999999,13.94,9.43
ENSMUSG00000001441_Npepps,30.279999999999998,21.21,30.38,22.330000000000002,29.38,17.21,31.01,13.96,28.55,17.62,22.34,57.11,20.99,35.1,37.1,26.5,32.83,33.44,33.260000000000005,17.59,22.69,28.17,33.68,28.62
ENSMUSG00000001445_Mrpl10,71.63,85.61999999999999,85.26,37.64,59.65,64.16999999999999,80.86999999999999,64.56,80.29,77.6,68.76,74.27,69.44000000000001,66.57,74.1,86.54,55.24,72.16999999999999,74.97,73.26,69.64999999999999,76.69,62.790000000000006,47.39
ENSMUSG00000001467_Cyp51,10.49,13.27,14.139999999999999,8.92,9.01,11.139999999999999,18.259999999999998,18.04,18.53,10.98,13.8,7.01,15.61,20.91,14.03,13.450000000000001,16.259999999999998,18.06,18.979999999999997,15.12,19.08,16.56,15.48,20.919999999999998
ENSMUSG00000001472_Tcf25,194.36,232.20999999999998,191.03,143.79,202.87,167.25,241.97,256.04,292.97999999999996,291.11,276.91999999999996,191.60999999999999,255.73999999999998,258.35,257.76,186.15,266.52,270.52,303.36,248.14,283.08,244.52,320.33,199.33
ENSMUSG00000001473_Tubb6,0,0,0,1.52,0,0.09,0.51,1.42,1.5,1.43,0.2,0,9.59,1.27,1.82,0,0,2.74,0,1.1700000000000002,1,7.78,4.17,0
ENSMUSG00000001482_Def8,5.7,12.18,8.850000000000001,9.59,5.44,5.35,12.25,17,9.43,7.53,7.7700000000000005,3.06,12.99,13.29,5.359999999999999,5.51,4.68,12.57,12.81,8.5,7.2,9.08,9.219999999999999,2.57
ENSMUSG00000001507_Itga3,0.8400000000000001,0.74,0.7799999999999999,1.71,1.08,1.45,3.38,1.83,1.95,1.9,3.02,2.32,5.55,1.07,1.41,0,2.54,3.51,3.86,2.9499999999999997,2.8499999999999996,2.92,7.94,1.61
ENSMUSG00000001518_Itfg2,7.03,10.53,6.01,3.4,5.51,4.63,9.28,4.08,10.61,6.96,6.87,2.18,1.1500000000000001,14.56,7.06,6.109999999999999,10.17,15.370000000000001,3.36,0.62,6.5,6.78,15.139999999999999,0
ENSMUSG00000001520_Nrip2,13.2,9.68,11.97,16.32,13.9,18.03,15.209999999999999,20.9,17.93,20.38,14.53,3.79,29.759999999999998,12.719999999999999,28.32,7.94,11.91,32.14,26.73,15.25,21.06,26.57,28.47,23.84
ENSMUSG00000001521_Tulp3,1.49,0.8400000000000001,0.8,3.82,0.2,1.21,2.55,0.64,1.45,0.46,2.07,0.7,0.53,1.57,2.61,0.8300000000000001,1.43,0.77,1.1800000000000002,2.4899999999999998,1.99,4.44,1.72,0.35
ENSMUSG00000001524_Gtf2h4,31.01,23.03,38.849999999999994,21.52,23.4,23.72,24,27.34,24.77,21.34,29.650000000000002,38.449999999999996,16.93,30.49,39.42,32.27,6.8,18.1,23.9,19.39,36.64,20.7,18.19,15.96
ENSMUSG00000001525_Tubb5,228.14,238.46,185.83,131.49,207.05,179.63,240.76999999999998,228.25,236.76,256.64000000000004,266.8,187.88000000000002,231.47,228.94,234.56,187.3,205.62,276.78999999999996,240.70999999999998,221.48000000000002,238.19,203.93,258.8,168.19
ENSMUSG00000001542_Ell2,9.950000000000001,10.38,10,7.13,8.01,11.06,12.43,12.29,6.45,7,8.860000000000001,12.03,11.89,7.619999999999999,8.360000000000001,6.51,7.71,13.31,11.15,9.98,17.17,6.48,16.71,2.9
ENSMUSG00000001552_Jup,4.35,8.31,5.819999999999999,2.72,0.9400000000000001,3.32,7.28,2.27,11.03,8.12,12.209999999999999,6.96,8.76,5.84,9.29,5.430000000000001,10.53,9.84,5.09,7.359999999999999,5.21,16.27,22.51,7.99
ENSMUSG00000001569_Nom1,5.49,9.67,1.6500000000000001,3.7600000000000002,3.15,2.48,11.58,6.39,1.91,2.2600000000000002,3.07,3.56,11.56,8.17,3.3899999999999997,1.82,6.970000000000001,6.6,9.76,3.54,3.9499999999999997,5.68,2.84,29.810000000000002
ENSMUSG00000001576_Ergic1,33.51,40.78,37.37,21.1,42.59,28.59,63.67,40.6,61.04,41.17,49.160000000000004,10.2,51.839999999999996,38.349999999999994,50.190000000000005,30.810000000000002,44.449999999999996,44.260000000000005,43.49,41.83,46.11,43.52,58.77,36
ENSMUSG00000001627_Ifrd1,71.56,44.449999999999996,61.98,34.44,86.21000000000001,50.6,64.61999999999999,79.19,73.43,57.93,55.7,57.64,42.59,33.61,67.08,59.3,83.16999999999999,73.36999999999999,57.96,70.8,100.21000000000001,75.45,43.620000000000005,81.56
ENSMUSG00000001630_Stk38l,2.98,3.92,2.67,0.3,1.83,8.83,2.69,5.42,3.01,4.63,5.119999999999999,3.7,5.87,5.81,5.859999999999999,1.09,4.9,8.67,3.88,4.85,5.22,11.76,9.82,5.24
ENSMUSG00000001632_Brpf1,6.48,2.32,4.07,2.11,5.25,2.3299999999999996,7.71,4.59,3.98,3.32,5.26,3.63,6.73,5,6.1899999999999995,1.45,3.14,5.6499999999999995,5.1899999999999995,4.25,12.639999999999999,6.359999999999999,11.360000000000001,4.91
ENSMUSG00000001642_Akr1b3,80,91.71000000000001,85.98,67.95,54.230000000000004,64.41000000000001,64.19,64.79,88.72,99.51,73.03,38.87,97.03,64.57,80.89,82.52,78.69,68.19,58.61,63.74,52.839999999999996,82.82,75,80.94000000000001
ENSMUSG00000001663_Gstt1,23.21,7.76,13.82,10.2,21.310000000000002,16.38,5.74,8.48,10.89,4.23,30.57,18.64,26.77,19.05,18.610000000000003,8.739999999999998,8.54,14.84,14.8,20.82,10.209999999999999,44.52,33.14,16.52
ENSMUSG00000001666_Ddt,141.25,118.2,147.91,151.73,133.22,158.22,142.32000000000002,154.72,182.35000000000002,131.22,109.59,129.46,119.64,134.89000000000001,129.86,145.85000000000002,91.14,112.27,169.26999999999998,141.42000000000002,122.93,109.09,105.36999999999999,137.95000000000002
ENSMUSG00000001674_Ddx18,11.27,16.2,20.04,16.53,13.44,9.219999999999999,10.47,9.28,14.01,16.14,18.650000000000002,19.85,11.89,18.779999999999998,20.55,19.18,26.04,14.639999999999999,16.43,15.92,12.82,12.75,9.62,15.88
ENSMUSG00000001687_Ubl3,61.83,124.5,102.91000000000001,55.93,73.07,81.55,60.32,67.06,55.57,100.72,100.91000000000001,81.31,119.17999999999999,96.07,75.88,116.39,117.33,131.17,123.04,120.02,134.29,94.49000000000001,152,69.85
ENSMUSG00000001700_Gramd3,2.2,0.69,3.59,1.81,0.8300000000000001,2.65,0.64,1.59,2.63,3.5,9.739999999999998,1.99,5.74,7.23,3.19,0.55,10.54,2.63,0.2,0.33999999999999997,2.46,6.99,2.4499999999999997,0.63
ENSMUSG00000001707_Eef1e1,121.38,131.89000000000001,151.87,129.88000000000002,114.66,153.84,123.1,129.1,105.05,128.39000000000001,115.49000000000001,120.43,96.74000000000001,140.44,125.27,116.84,125.61999999999999,160.1,117.08,115.78,119.96000000000001,102.86,70.04,185.96
ENSMUSG00000001729_Akt1,22.87,32.25,39.290000000000006,13.629999999999999,17.7,34.8,26.779999999999998,25.959999999999997,22.85,46.3,31.919999999999998,28.68,77.82,35.8,31.93,42.94,41.61,53.06,55.63,43.86,54.47,55.03,41.41,26.02
ENSMUSG00000001750_Tcirg1,3.53,7.23,3.18,0,5.9,0,0,3.03,5.74,4.619999999999999,3.24,0.74,14.4,9.57,2.03,0.5,2.06,2.64,3.3299999999999996,2.02,2.48,5.7,6.7,17.279999999999998
ENSMUSG00000001751_Naglu,3.8499999999999996,4.64,6.57,1.6,3.55,5.64,3.7,3.03,4.619999999999999,5.07,10.39,6.819999999999999,6.24,2.14,6.17,0.21000000000000002,6.06,6.1899999999999995,3.88,3.32,7.52,8.8,16.23,0
ENSMUSG00000001755_Coasy,11.709999999999999,17.130000000000003,12.729999999999999,16.830000000000002,9.11,23.58,20.75,21.29,16.830000000000002,24.54,16.25,5.17,36.92,17.459999999999997,19.79,12.84,5.63,15.07,20.19,12.93,13.12,20.56,16.39,11.83
ENSMUSG00000001761_Smo,0.8400000000000001,0.88,1.99,2.65,1.09,0,0.28,0.06,1,0.52,1.81,0,3.04,2.73,1.06,0,3.24,1.53,0.4,0.36,0,3.13,8.46,1.95
ENSMUSG00000001763_Tspan33,16.08,14.84,11.27,13.18,15.15,16.650000000000002,2.12,5.5,5.7,19.54,24.02,24.69,23.67,47.349999999999994,13.870000000000001,12.41,21.47,29.979999999999997,14.19,15.04,16.939999999999998,30.56,13.28,14.57
ENSMUSG00000001767_Crnkl1,7.930000000000001,5.1,4.659999999999999,4.73,6.35,4.92,6.18,8.67,5.78,9.729999999999999,9.54,4.18,2.51,5.6499999999999995,5.03,8.18,7.96,4.31,5.42,4.9,10.82,4.83,2.7800000000000002,8.9
ENSMUSG00000001768_Rin2,1.49,3.82,1.75,0.35,2.3299999999999996,7.04,3.3,3.23,2.2600000000000002,0.42000000000000004,2.73,0.81,6.51,2.04,0.75,2.46,6.59,3.8,0.61,2.88,0.8600000000000001,4.7700000000000005,2.56,3.06
ENSMUSG00000001774_Chordc1,46.1,56.65,26.29,35.21,40.620000000000005,28.52,39.15,44.67,53.690000000000005,46.8,54.220000000000006,23.72,45.67,62.2,55.59,50.620000000000005,53.98,46.99,57.57,54.730000000000004,68.4,52.36,52.28,29.259999999999998
ENSMUSG00000001783_Rtcb,79.28,63.11,66.25,40.660000000000004,84.92,59.339999999999996,64.77,66.19,75.81,80.17999999999999,85.86999999999999,61.96,86.6,98.7,68.32,87.28,84.24000000000001,110.81,68.66,71.45,77.17999999999999,70.86999999999999,89.14,45.74
ENSMUSG00000001785_Pwp1,10.1,8.360000000000001,5.470000000000001,7.59,10.39,7.22,13.58,8.229999999999999,14.15,12.719999999999999,12.97,2.02,12.870000000000001,10.27,10.69,0.49,4.74,8.46,9.639999999999999,7.89,9.9,14.61,13.7,8.81
ENSMUSG00000001786_Fbxo7,19.650000000000002,30.610000000000003,24.41,6.4,24.959999999999997,18.37,16.43,21.68,17.89,20.89,17.49,12.65,27.69,16.67,35.99,13.219999999999999,28.69,21.279999999999998,28.01,22.5,17.479999999999997,20.77,42.93,8.370000000000001
